SGB_ID	Node	GTDB_phylum	GTDB_genus
SGB_14332	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12698	Tibetanantelope	p__Firmicutes_A	g__
SGB_14701	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_8207	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_10315	Tibetanantelope	p__Firmicutes_A	g__
SGB_7954	Tibetanantelope	p__Firmicutes_A	g__CAG-180
SGB_14439	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_4871	Tibetanantelope	p__Firmicutes_A	g__
SGB_16697	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_16687	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_12222	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_13285	Tibetanantelope	p__Firmicutes_A	g__
SGB_15793	Tibetanantelope	p__Firmicutes_A	g__Emergencia
SGB_7298	Tibetanantelope	p__Firmicutes_A	g__UMGS1326
SGB_15794	Tibetanantelope	p__Firmicutes_A	g__Emergencia
SGB_11603	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_16691	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_16985	Tibetanantelope	p__Firmicutes	g__Traorella
SGB_15364	Tibetanantelope	p__Firmicutes_A	g__Ruminococcus_C
SGB_14357	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15064	Tibetanantelope	p__Firmicutes_A	g__QAKW01
SGB_12225	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_5841	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_12724	Tibetanantelope	p__Firmicutes_A	g__
SGB_13446	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_13065	Tibetanantelope	p__Firmicutes_A	g__UMGS1387
SGB_9488	Tibetanantelope	p__Firmicutes_A	g__UBA8612
SGB_8467	Tibetanantelope	p__Firmicutes_A	g__Ruminococcus_E
SGB_15857	Tibetanantelope	p__Firmicutes_A	g__Mogibacterium
SGB_14532	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_13017	Tibetanantelope	p__Firmicutes_A	g__UMGS1052
SGB_10714	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_11992	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_15630	Tibetanantelope	p__Firmicutes_A	g__
SGB_14373	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14338	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5778	Tibetanantelope	p__Firmicutes_A	g__CAG-590
SGB_5811	Tibetanantelope	p__Firmicutes_A	g__CAG-81
SGB_10336	Tibetanantelope	p__Firmicutes_A	g__
SGB_2702	Tibetanantelope	p__Bacteroidota	g__RC9
SGB_10485	Tibetanantelope	p__Firmicutes_A	g__
SGB_8641	Tibetanantelope	p__Firmicutes_A	g__SFWF01
SGB_16581	Tibetanantelope	p__Firmicutes_A	g__
SGB_14475	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5560	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_6014	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_14859	Tibetanantelope	p__Firmicutes_A	g__Oscillibacter
SGB_14803	Tibetanantelope	p__Firmicutes_A	g__ER4
SGB_12461	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_9359	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_10220	Tibetanantelope	p__Firmicutes_A	g__
SGB_14355	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15858	Tibetanantelope	p__Firmicutes_A	g__Mogibacterium
SGB_4398	Tibetanantelope	p__Firmicutes_A	g__UBA11524
SGB_16094	Tibetanantelope	p__Firmicutes_A	g__CAG-452
SGB_12956	Tibetanantelope	p__Firmicutes_A	g__UBA1752
SGB_13372	Tibetanantelope	p__Firmicutes_A	g__
SGB_6785	Tibetanantelope	p__Firmicutes_A	g__
SGB_14752	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9710	Tibetanantelope	p__Firmicutes_A	g__UMGS1487
SGB_6960	Tibetanantelope	p__Firmicutes_A	g__UBA9506
SGB_10337	Tibetanantelope	p__Firmicutes_A	g__
SGB_4862	Tibetanantelope	p__Firmicutes_A	g__
SGB_6569	Tibetanantelope	p__Firmicutes_A	g__
SGB_6567	Tibetanantelope	p__Firmicutes_A	g__
SGB_16710	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_5317	Tibetanantelope	p__Firmicutes_A	g__
SGB_3552	Tibetanantelope	p__Firmicutes_A	g__
SGB_1912	Tibetanantelope	p__Bacteroidota	g__Alistipes
SGB_12576	Tibetanantelope	p__Firmicutes_A	g__UMGS874
SGB_3871	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_15691	Tibetanantelope	p__Firmicutes_A	g__
SGB_12429	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_7207	Tibetanantelope	p__Firmicutes_A	g__
SGB_15780	Tibetanantelope	p__Firmicutes_A	g__
SGB_6074	Tibetanantelope	p__Firmicutes_A	g__G11
SGB_10390	Tibetanantelope	p__Firmicutes_A	g__
SGB_12450	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_16190	Tibetanantelope	p__Firmicutes_A	g__
SGB_14350	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9402	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_4252	Tibetanantelope	p__Firmicutes_A	g__
SGB_14872	Tibetanantelope	p__Firmicutes_A	g__Oscillibacter
SGB_9931	Tibetanantelope	p__Firmicutes_A	g__UMGS172
SGB_5301	Tibetanantelope	p__Firmicutes_A	g__
SGB_12167	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_9360	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_16902	Tibetanantelope	p__Firmicutes	g__
SGB_13318	Tibetanantelope	p__Firmicutes_A	g__
SGB_11009	Tibetanantelope	p__Firmicutes_A	g__UBA1380
SGB_6784	Tibetanantelope	p__Firmicutes_A	g__
SGB_6016	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_8250	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_5249	Tibetanantelope	p__Firmicutes_A	g__
SGB_14656	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_7602	Tibetanantelope	p__Firmicutes_A	g__
SGB_7654	Tibetanantelope	p__Firmicutes_A	g__
SGB_15526	Tibetanantelope	p__Firmicutes_A	g__UMGS1668
SGB_10453	Tibetanantelope	p__Firmicutes_A	g__
SGB_3857	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_13409	Tibetanantelope	p__Firmicutes_A	g__
SGB_3553	Tibetanantelope	p__Firmicutes_A	g__
SGB_10324	Tibetanantelope	p__Firmicutes_A	g__
SGB_3577	Tibetanantelope	p__Firmicutes_A	g__
SGB_6087	Tibetanantelope	p__Firmicutes_A	g__Hungatella_A
SGB_12560	Tibetanantelope	p__Firmicutes_A	g__UMGS874
SGB_10297	Tibetanantelope	p__Firmicutes_A	g__
SGB_14313	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10407	Tibetanantelope	p__Firmicutes_A	g__
SGB_10554	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_7603	Tibetanantelope	p__Firmicutes_A	g__
SGB_12795	Tibetanantelope	p__Firmicutes_A	g__
SGB_14577	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9646	Tibetanantelope	p__Firmicutes_A	g__UMGS1279
SGB_14602	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5647	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_5620	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_9373	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_13304	Tibetanantelope	p__Firmicutes_A	g__
SGB_14167	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5919	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_5639	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_12331	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_12077	Tibetanantelope	p__Firmicutes_A	g__UMGS1225
SGB_16592	Tibetanantelope	p__Firmicutes_A	g__
SGB_15782	Tibetanantelope	p__Firmicutes_A	g__
SGB_16439	Tibetanantelope	p__Firmicutes_A	g__
SGB_5406	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_6216	Tibetanantelope	p__Firmicutes_A	g__SFDP01
SGB_7200	Tibetanantelope	p__Firmicutes_A	g__
SGB_5626	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_14229	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14207	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_7064	Tibetanantelope	p__Firmicutes_A	g__
SGB_3778	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_6518	Tibetanantelope	p__Firmicutes_A	g__UBA7050
SGB_10920	Tibetanantelope	p__Firmicutes_A	g__QALR01
SGB_4319	Tibetanantelope	p__Firmicutes_A	g__RUG563
SGB_5568	Tibetanantelope	p__Firmicutes_A	g__Acetivibrio_A
SGB_13728	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14420	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6015	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_15900	Tibetanantelope	p__Firmicutes_A	g__UBA1191
SGB_10542	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_12714	Tibetanantelope	p__Firmicutes_A	g__
SGB_14268	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9367	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_16345	Tibetanantelope	p__Firmicutes_A	g__
SGB_15446	Tibetanantelope	p__Firmicutes_A	g__UBA1762
SGB_14285	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9574	Tibetanantelope	p__Firmicutes_A	g__UBA8612
SGB_15689	Tibetanantelope	p__Firmicutes_A	g__
SGB_6782	Tibetanantelope	p__Firmicutes_A	g__
SGB_5618	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_5489	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_9462	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_8362	Tibetanantelope	p__Firmicutes_A	g__RUG806
SGB_15641	Tibetanantelope	p__Firmicutes_A	g__
SGB_10696	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_6050	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_8021	Tibetanantelope	p__Firmicutes_A	g__CAG-488
SGB_10767	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_7844	Tibetanantelope	p__Firmicutes_A	g__CAG-177
SGB_8499	Tibetanantelope	p__Firmicutes_A	g__Ruminococcus_E
SGB_16953	Tibetanantelope	p__Firmicutes	g__Bulleidia
SGB_5546	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_16949	Tibetanantelope	p__Firmicutes	g__Bulleidia
SGB_11564	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_10017	Tibetanantelope	p__Firmicutes_A	g__UBA4644
SGB_14391	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_11690	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_15326	Tibetanantelope	p__Firmicutes_A	g__QANG01
SGB_5580	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_4329	Tibetanantelope	p__Firmicutes_A	g__RUG756
SGB_15259	Tibetanantelope	p__Firmicutes_A	g__CAG-115
SGB_3051	Tibetanantelope	p__Desulfobacterota	g__Bilophila
SGB_4231	Tibetanantelope	p__Firmicutes_A	g__
SGB_5505	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_10546	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_1880	Tibetanantelope	p__Bacteroidota	g__Alistipes
SGB_10547	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_16087	Tibetanantelope	p__Firmicutes_A	g__CAG-269
SGB_5846	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_16573	Tibetanantelope	p__Firmicutes_A	g__
SGB_4242	Tibetanantelope	p__Firmicutes_A	g__
SGB_15621	Tibetanantelope	p__Firmicutes_A	g__
SGB_14371	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_7587	Tibetanantelope	p__Firmicutes_A	g__
SGB_14736	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5848	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_14189	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5761	Tibetanantelope	p__Firmicutes_A	g__CAG-510
SGB_9416	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_16688	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_5265	Tibetanantelope	p__Firmicutes_A	g__
SGB_9433	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_3934	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_16954	Tibetanantelope	p__Firmicutes	g__Bulleidia
SGB_13725	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_7395	Tibetanantelope	p__Firmicutes_A	g__
SGB_12052	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_6789	Tibetanantelope	p__Firmicutes_A	g__
SGB_3911	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_12442	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_14550	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15859	Tibetanantelope	p__Firmicutes_A	g__Mogibacterium
SGB_5274	Tibetanantelope	p__Firmicutes_A	g__
SGB_9410	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_12067	Tibetanantelope	p__Firmicutes_A	g__UMGS1225
SGB_14504	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14974	Tibetanantelope	p__Firmicutes_A	g__UMGS1872
SGB_5302	Tibetanantelope	p__Firmicutes_A	g__
SGB_16747	Tibetanantelope	p__Firmicutes_B	g__UBA7185
SGB_14165	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6844	Tibetanantelope	p__Firmicutes_A	g__
SGB_14217	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_17040	Tibetanantelope	p__Firmicutes	g__UBA636
SGB_16468	Tibetanantelope	p__Firmicutes_A	g__
SGB_12332	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_10472	Tibetanantelope	p__Firmicutes_A	g__
SGB_14305	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10938	Tibetanantelope	p__Firmicutes_A	g__UBA11512
SGB_14535	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12437	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_8243	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_16734	Tibetanantelope	p__Firmicutes_B	g__
SGB_16378	Tibetanantelope	p__Firmicutes_A	g__
SGB_15009	Tibetanantelope	p__Firmicutes_A	g__Firm-08
SGB_15620	Tibetanantelope	p__Firmicutes_A	g__
SGB_5657	Tibetanantelope	p__Firmicutes_A	g__Blautia_A
SGB_13540	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12479	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_13599	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15706	Tibetanantelope	p__Firmicutes_A	g__
SGB_15192	Tibetanantelope	p__Firmicutes_A	g__
SGB_10737	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_6218	Tibetanantelope	p__Firmicutes_A	g__SFDP01
SGB_4139	Tibetanantelope	p__Firmicutes_A	g__UBA1685
SGB_4994	Tibetanantelope	p__Firmicutes_A	g__
SGB_16385	Tibetanantelope	p__Firmicutes_A	g__
SGB_13911	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6524	Tibetanantelope	p__Firmicutes_A	g__UBA9502
SGB_15205	Tibetanantelope	p__Firmicutes_A	g__
SGB_6860	Tibetanantelope	p__Firmicutes_A	g__UBA4716
SGB_5598	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_12310	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_14958	Tibetanantelope	p__Firmicutes_A	g__UBA9475
SGB_5470	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_13515	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10370	Tibetanantelope	p__Firmicutes_A	g__
SGB_10509	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_566	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_601	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_592	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_14807	Tibetansheep	p__Firmicutes_A	g__Evtepia
SGB_133	Tibetansheep	p__Methanobacteriota	g__Methanobrevibacter
SGB_19152	Tibetansheep	p__Verrucomicrobiota	g__Akkermansia
SGB_16846	Tibetansheep	p__Firmicutes	g__
SGB_2498	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2653	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2364	Tibetansheep	p__Bacteroidota	g__RC9
SGB_1129	Tibetansheep	p__Bacteroidota	g__CAG-485
SGB_18541	Tibetansheep	p__Spirochaetota	g__Treponema_D
SGB_542	Tibetansheep	p__Bacteroidota	g__Bacteroides
SGB_1564	Tibetansheep	p__Bacteroidota	g__
SGB_4290	Tibetansheep	p__Firmicutes_A	g__GCA-900199385
SGB_5187	Tibetansheep	p__Firmicutes_A	g__
SGB_2494	Tibetansheep	p__Bacteroidota	g__RC9
SGB_583	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_2585	Tibetansheep	p__Bacteroidota	g__RC9
SGB_418	Tibetansheep	p__Bacteroidota	g__
SGB_2641	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2625	Tibetansheep	p__Bacteroidota	g__RC9
SGB_13282	Tibetansheep	p__Firmicutes_A	g__
SGB_16735	Tibetansheep	p__Firmicutes_B	g__
SGB_598	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_1729	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_415	Tibetansheep	p__Bacteroidota	g__
SGB_2536	Tibetansheep	p__Bacteroidota	g__RC9
SGB_1200	Tibetansheep	p__Bacteroidota	g__UBA1219
SGB_10000	Tibetansheep	p__Firmicutes_A	g__UBA4644
SGB_9970	Tibetansheep	p__Firmicutes_A	g__
SGB_2506	Tibetansheep	p__Bacteroidota	g__RC9
SGB_125	Tibetansheep	p__Methanobacteriota	g__Methanobrevibacter
SGB_595	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_2411	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2169	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2504	Tibetansheep	p__Bacteroidota	g__RC9
SGB_1201	Tibetansheep	p__Bacteroidota	g__UBA1219
SGB_13106	Tibetansheep	p__Firmicutes_A	g__
SGB_2549	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2510	Tibetansheep	p__Bacteroidota	g__RC9
SGB_587	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_15672	Tibetansheep	p__Firmicutes_A	g__
SGB_1131	Tibetansheep	p__Bacteroidota	g__CAG-485
SGB_2343	Tibetansheep	p__Bacteroidota	g__RC9
SGB_767	Tibetansheep	p__Bacteroidota	g__UBA1189
SGB_1791	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_12064	Tibetansheep	p__Firmicutes_A	g__UMGS1225
SGB_1656	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_4374	Tibetansheep	p__Firmicutes_A	g__SFTH01
SGB_1648	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_1203	Tibetansheep	p__Bacteroidota	g__UBA1219
SGB_9999	Tibetansheep	p__Firmicutes_A	g__UBA4644
SGB_2518	Tibetansheep	p__Bacteroidota	g__RC9
SGB_770	Tibetansheep	p__Bacteroidota	g__UBA1189
SGB_14098	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_1521	Tibetansheep	p__Bacteroidota	g__UBA1181
SGB_15785	Tibetansheep	p__Firmicutes_A	g__Bacilliculturomica
SGB_2206	Tibetansheep	p__Bacteroidota	g__RC9
SGB_768	Tibetansheep	p__Bacteroidota	g__UBA1189
SGB_590	Tibetansheep	p__Bacteroidota	g__Phocaeicola
SGB_436	Tibetansheep	p__Bacteroidota	g__
SGB_13926	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_2217	Tibetansheep	p__Bacteroidota	g__RC9
SGB_4453	Tibetansheep	p__Firmicutes_A	g__
SGB_16850	Tibetansheep	p__Firmicutes	g__Bacillus_AD
SGB_12147	Tibetansheep	p__Firmicutes_A	g__UMGS1696
SGB_522	Tibetansheep	p__Bacteroidota	g__
SGB_1306	Tibetansheep	p__Bacteroidota	g__RF16
SGB_3056	Tibetansheep	p__Desulfobacterota	g__Mailhella
SGB_12142	Tibetansheep	p__Firmicutes_A	g__UMGS1696
SGB_1198	Tibetansheep	p__Bacteroidota	g__UBA1219
SGB_2605	Tibetansheep	p__Bacteroidota	g__RC9
SGB_4355	Tibetansheep	p__Firmicutes_A	g__SFHK01
SGB_2199	Tibetansheep	p__Bacteroidota	g__RC9
SGB_12073	Tibetansheep	p__Firmicutes_A	g__UMGS1225
SGB_12139	Tibetansheep	p__Firmicutes_A	g__UMGS1696
SGB_2622	Tibetansheep	p__Bacteroidota	g__RC9
SGB_19193	Tibetansheep	p__Verrucomicrobiota	g__Akkermansia
SGB_502	Tibetansheep	p__Bacteroidota	g__
SGB_13253	Tibetansheep	p__Firmicutes_A	g__
SGB_2396	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2194	Tibetansheep	p__Bacteroidota	g__RC9
SGB_5218	Tibetansheep	p__Firmicutes_A	g__
SGB_2229	Tibetansheep	p__Bacteroidota	g__RC9
SGB_4264	Tibetansheep	p__Firmicutes_A	g__Firm-11
SGB_4283	Tibetansheep	p__Firmicutes_A	g__GCA-900199385
SGB_4314	Tibetansheep	p__Firmicutes_A	g__RUG563
SGB_2603	Tibetansheep	p__Bacteroidota	g__RC9
SGB_14795	Tibetansheep	p__Firmicutes_A	g__CAG-83
SGB_12160	Tibetansheep	p__Firmicutes_A	g__UMGS1696
SGB_1651	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_13891	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_1800	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_16927	Tibetansheep	p__Firmicutes	g__
SGB_1193	Tibetansheep	p__Bacteroidota	g__UBA1219
SGB_5198	Tibetansheep	p__Firmicutes_A	g__
SGB_13265	Tibetansheep	p__Firmicutes_A	g__
SGB_1044	Tibetansheep	p__Bacteroidota	g__F082
SGB_2233	Tibetansheep	p__Bacteroidota	g__RC9
SGB_2591	Tibetansheep	p__Bacteroidota	g__RC9
SGB_10527	Tibetansheep	p__Firmicutes_A	g__CAG-390
SGB_18723	Tibetansheep	p__Spirochaetota	g__Treponema_F
SGB_2612	Tibetansheep	p__Bacteroidota	g__RC9
SGB_16006	Tibetansheep	p__Firmicutes_A	g__Saccharofermentans
SGB_14936	Tibetansheep	p__Firmicutes_A	g__UBA1777
SGB_2227	Tibetansheep	p__Bacteroidota	g__RC9
SGB_14852	Tibetansheep	p__Firmicutes_A	g__Oscillibacter
SGB_19117	Tibetansheep	p__Verrucomicrobiota	g__Akkermansia
SGB_4773	Tibetansheep	p__Firmicutes_A	g__UBA7102
SGB_15805	Tibetansheep	p__Firmicutes_A	g__Mogibacterium
SGB_2678	Tibetansheep	p__Bacteroidota	g__RC9
SGB_13905	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_8850	Tibetansheep	p__Firmicutes_A	g__UBA5905
SGB_14955	Tibetansheep	p__Firmicutes_A	g__UBA9475
SGB_2674	Tibetansheep	p__Bacteroidota	g__RC9
SGB_15822	Tibetansheep	p__Firmicutes_A	g__Mogibacterium
SGB_16162	Tibetansheep	p__Firmicutes_A	g__
SGB_2639	Tibetansheep	p__Bacteroidota	g__RC9
SGB_16859	Tibetansheep	p__Firmicutes	g__FJAT-27916
SGB_1859	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_15378	Tibetansheep	p__Firmicutes_A	g__Ruminococcus
SGB_16858	Tibetansheep	p__Firmicutes	g__FJAT-27916
SGB_14874	Tibetansheep	p__Firmicutes_A	g__RUG678
SGB_18865	Tibetansheep	p__Verrucomicrobiota	g__UBA1731
SGB_19006	Tibetansheep	p__Verrucomicrobiota	g__UBA1784
SGB_4425	Tibetansheep	p__Firmicutes_A	g__UBA2862
SGB_3214	Tibetansheep	p__Firmicutes_A	g__
SGB_4424	Tibetansheep	p__Firmicutes_A	g__UBA2862
SGB_2412	Tibetansheep	p__Bacteroidota	g__RC9
SGB_4359	Tibetansheep	p__Firmicutes_A	g__SFHK01
SGB_15697	Tibetansheep	p__Firmicutes_A	g__
SGB_7627	Tibetansheep	p__Firmicutes_A	g__
SGB_2345	Tibetansheep	p__Bacteroidota	g__RC9
SGB_10753	Tibetansheep	p__Firmicutes_A	g__CAG-448
SGB_9998	Tibetansheep	p__Firmicutes_A	g__UBA4644
SGB_6033	Tibetansheep	p__Firmicutes_A	g__Faecalimonas
SGB_2666	Tibetansheep	p__Bacteroidota	g__RC9
SGB_1950	Tibetansheep	p__Bacteroidota	g__Tidjanibacter
SGB_5030	Tibetansheep	p__Firmicutes_A	g__
SGB_15085	Tibetansheep	p__Firmicutes_A	g__QAMX01
SGB_18868	Tibetansheep	p__Verrucomicrobiota	g__UBA1731
SGB_1765	Tibetansheep	p__Bacteroidota	g__Alistipes
SGB_13358	Tibetansheep	p__Firmicutes_A	g__
SGB_13367	Tibetansheep	p__Firmicutes_A	g__
SGB_13641	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_18985	Tibetansheep	p__Verrucomicrobiota	g__
SGB_16050	Tibetansheep	p__Firmicutes_A	g__
SGB_18864	Tibetansheep	p__Verrucomicrobiota	g__UBA1731
SGB_13754	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_8745	Tibetansheep	p__Firmicutes_A	g__UBA5905
SGB_18632	Tibetansheep	p__Spirochaetota	g__Treponema_D
SGB_13510	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_13348	Tibetansheep	p__Firmicutes_A	g__
SGB_3059	Tibetansheep	p__Desulfobacterota	g__Mailhella
SGB_18954	Tibetansheep	p__Verrucomicrobiota	g__
SGB_17313	Tibetansheep	p__Firmicutes	g__RUG705
SGB_8127	Tibetansheep	p__Firmicutes_A	g__DTU089_A
SGB_5186	Tibetansheep	p__Firmicutes_A	g__
SGB_4366	Tibetansheep	p__Firmicutes_A	g__SFMI01
SGB_2230	Tibetansheep	p__Bacteroidota	g__RC9
SGB_15817	Tibetansheep	p__Firmicutes_A	g__Mogibacterium
SGB_9996	Tibetansheep	p__Firmicutes_A	g__UBA4644
SGB_2407	Tibetansheep	p__Bacteroidota	g__RC9
SGB_10108	Tibetansheep	p__Firmicutes_A	g__
SGB_13463	Tibetansheep	p__Firmicutes_A	g__CAG-110
SGB_15505	Tibetansheep	p__Firmicutes_A	g__UMGS1668
SGB_17302	Tibetansheep	p__Firmicutes	g__CAG-302
SGB_4455	Tibetansheep	p__Firmicutes_A	g__
SGB_13089	Tibetansheep		
