SGB_ID	SGB
SGB_8418	T1900044885_TS20190351_bin.141
SGB_8419	T1900044889_TS20190355_bin.81
SGB_8420	T1900044894_TS20190360_bin.16
SGB_8421	T1900044894_TS20190360_bin.174
SGB_8422	T1900044894_TS20190360_bin.183
SGB_8423	T1900044894_TS20190360_bin.26
SGB_8424	T1900044904_TS20190370_bin.191
SGB_8425	T1900044914_TS20190380_bin.133
SGB_8426	T1900044927_TS20190393_bin.203
SGB_8427	T1900044928_TS20190394_bin.141
SGB_8428	T1900044935_TS20190401_bin.22
SGB_8429	T1900044936_TS20190402_bin.160
SGB_8430	T1900044939_TS20190405_bin.189
SGB_8431	T1900044943_TS20190409_bin.25
SGB_8432	T1900044943_TS20190409_bin.323
SGB_8433	T1900044968_TA20190030_bin.81
SGB_8434	T1900044981_TA20190043_bin.270
SGB_8435	T1900045160_TC20190154_bin.86
SGB_8436	T1900045211_TC20190207_bin.215
SGB_8437	T1900045215_TC20190211_bin.183
SGB_8438	T1900045218_TC20190214_bin.128
SGB_8439	T1900045235_TH20190005_bin.213
SGB_8440	T1900045240_TH20190010_bin.350
SGB_8441	T1900045328_YK20190017_bin.59
SGB_8442	T1900045330_YK20190019_bin.199
SGB_8443	T1900045335_YK20190024_bin.207
SGB_8444	T1900045345_YK20190035_bin.186
SGB_8445	T1900045429_YK20190120_bin.82
SGB_8446	T1900045488_YK20190182_bin.256
SGB_8447	T1900045644_YK20190338_bin.238
SGB_8448	T1900045659_YK20190353_bin.70
SGB_8449	T1900045682_YK20190376_bin.161
SGB_8450	T1900045710_YK20190404_bin.213
SGB_8451	T1900045722_YK20190416_bin.143
SGB_8452	T1900045730_YK20190424_bin.234
SGB_8453	T1900045736_YK20190430_bin.182
SGB_8454	T1900045744_YK20190438_bin.120
SGB_8455	T1900045756_YK20190450_bin.311
SGB_8456	T1900045758_YK20190452_bin.197
SGB_8457	T1900045761_YK20190455_bin.201
SGB_8458	T1900045764_YK20190458_bin.246
SGB_8459	T1900045764_YK20190458_bin.66
SGB_8460	T1900045765_YK20190459_bin.65
SGB_8461	T1900045767_YK20190461_bin.96
SGB_8462	TP20200812-DBC22_DT2009055245-1_bin.60
SGB_8463	TP20200812-DBC23_DT2009055246-1_bin.93
SGB_8464	TP20200812-DBC36_DT2009055259-1_bin.274
SGB_8465	TP20200812-DBC44_DT2009055267-1_bin.247
SGB_8466	TP20200812-DBC58_DT2009055281-1_bin.285
SGB_8467	TP20200812-DBC6_DT2009055229-1_bin.87
SGB_8468	TP20200814-DZC100_DT2009055428-1_bin.115
SGB_8469	TP20200814-DZC100_DT2009055428-1_bin.205
SGB_8470	TP20200814-DZC100_DT2009055428-1_bin.59
SGB_8471	TP20200814-DZC103_DT2009055431-1_bin.106
SGB_8472	TP20200814-DZC119_DT2009055447-1_bin.181
SGB_8473	TP20200814-DZC121_DT2009055449-1_bin.50
SGB_8474	TP20200814-DZC123_DT2009055451-1_bin.10
SGB_8475	TP20200814-DZC142_DT2009055470-1_bin.346
SGB_8476	TP20200814-DZC16_DT2009055344-1_bin.144
SGB_8477	TP20200814-DZC2_DT2009055330-1_bin.170
SGB_8478	TP20200814-DZC27_DT2009055355-1_bin.3
SGB_8479	TP20200814-DZC3_DT2009055331-1_bin.157
SGB_8480	TP20200814-DZC31_DT2009055359-1_bin.145
SGB_8481	TP20200814-DZC31_DT2009055359-1_bin.42
SGB_8482	TP20200814-DZC38_DT2009055366-1_bin.191
SGB_8483	TP20200814-DZC38_DT2009055366-1_bin.194
SGB_8484	TP20200814-DZC39_DT2009055367-1_bin.20
SGB_8485	TP20200814-DZC45_DT2009055373-1_bin.71
SGB_8486	TP20200814-DZC46_DT2009055374-1_bin.31
SGB_8487	TP20200814-DZC47_DT2009055375-1_bin.27
SGB_8488	TP20200814-DZC47_DT2009055375-1_bin.32
SGB_8489	TP20200814-DZC49_DT2009055377-1_bin.106
SGB_8490	TP20200814-DZC49_DT2009055377-1_bin.206
SGB_8491	TP20200814-DZC49_DT2009055377-1_bin.392
SGB_8492	TP20200814-DZC50_DT2009055378-1_bin.381
SGB_8493	TP20200814-DZC52_DT2009055380-1_bin.85
SGB_8494	TP20200814-DZC53_DT2009055381-1_bin.90
SGB_8495	TP20200814-DZC55_DT2009055383-1_bin.141
SGB_8496	TP20200814-DZC58_DT2009055386-1_bin.174
SGB_8497	TP20200814-DZC58_DT2009055386-1_bin.61
SGB_8498	TP20200814-DZC60_DT2009055388-1_bin.223
SGB_8499	TP20200814-DZC63_DT2009055391-1_bin.12
SGB_8500	TP20200814-DZC63_DT2009055391-1_bin.24
SGB_8501	TP20200814-DZC63_DT2009055391-1_bin.252
SGB_8502	TP20200814-DZC63_DT2009055391-1_bin.340
SGB_8503	TP20200814-DZC65_DT2009055393-1_bin.182
SGB_8504	TP20200814-DZC66_DT2009055394-1_bin.390
SGB_8505	TP20200814-DZC68_DT2009055396-1_bin.231
SGB_8506	TP20200814-DZC68_DT2009055396-1_bin.238
SGB_8507	TP20200814-DZC7_DT2009055335-1_bin.182
SGB_8508	TP20200814-DZC7_DT2009055335-1_bin.35
SGB_8509	TP20200814-DZC74_DT2009055402-1_bin.160
SGB_8510	TP20200814-DZC79_DT2009055407-1_bin.227
SGB_8511	TP20200814-DZC80_DT2009055408-1_bin.206
SGB_8512	TP20200814-DZC81_DT2009055409-1_bin.204
SGB_8513	TP20200814-DZC89_DT2009055417-1_bin.97
SGB_8514	TP20200814-DZC92_DT2009055420-1_bin.299
SGB_8515	TP20200814-DZC93_DT2009055421-1_bin.74
SGB_8516	TP20200814-DZC94_DT2009055422-1_bin.148
SGB_8517	TP20200814-DZC99_DT2009055427-1_bin.18
SGB_8518	TP20200815-DZC12_DT2009055482-1_bin.211
SGB_8519	TP20200815-DZC17_DT2009055487-1_bin.42
SGB_8520	TP20200815-DZC3_DT2009055473-1_bin.216
SGB_8521	TP20200815-DZC31_DT2009055501-1_bin.132
SGB_8522	TP20200815-DZC32_DT2009055502-1_bin.160
SGB_8523	TP20200815-DZC32_DT2009055502-1_bin.353
SGB_8524	TP20200815-DZC35_DT2009055505-1_bin.20
SGB_8525	TP20200815-DZC41_DT2009055511-1_bin.35
SGB_8526	TP20200815-DZC48_DT2009055518-1_bin.22
SGB_8527	TP20200815-DZC48_DT2009055518-1_bin.288
SGB_8528	TP20200815-DZC57_DT2009055527-1_bin.296
SGB_8529	TP20200815-DZC58_DT2009055528-1_bin.1
SGB_8530	TP20200815-DZC58_DT2009055528-1_bin.225
SGB_8531	TP20200815-DZC58_DT2009055528-1_bin.78
SGB_8532	TP20200815-DZC60_DT2009055530-1_bin.319
SGB_8533	TP20200815-DZC74_DT2009055544-1_bin.78
SGB_8534	TP20200815-DZC78_DT2009055548-1_bin.171
SGB_8535	TP20200815-DZC9_DT2009055479-1_bin.360
SGB_8536	TP20200823-QMN67_DT2009055559-1_bin.51
SGB_8537	TP20200824-WDL34_DT2009055567-1_bin.217
SGB_8538	TP20200824-WDL34_DT2009055567-1_bin.91
SGB_8539	TP20200825-WDL48_DT2009055601-1_bin.138
SGB_8540	TP20200825-WDL49_DT2009055602-1_bin.307
SGB_8541	TP20200825-WDL7_DT2009055593-1_bin.141
SGB_8542	T1900044641_TS20190107_bin.219
SGB_8543	T1900044639_TS20190105_bin.36
SGB_8544	T1900044644_TS20190110_bin.285
SGB_8545	T1900044630_TS20190096_bin.265
SGB_8546	T1900044652_TS20190118_bin.272
SGB_8547	T1900044635_TS20190101_bin.149
SGB_8548	T1900044629_TS20190095_bin.123
SGB_8549	T1900045317_YK20190006_bin.140
SGB_8550	TP20200812-DBC53_DT2009055276-1_bin.347
SGB_8551	TP20200814-DZC65_DT2009055393-1_bin.130
SGB_8552	T1900044537_TS20190003_bin.399
SGB_8553	T1900044543_TS20190009_bin.210
SGB_8554	T1900044555_TS20190021_bin.205
SGB_8555	T1900044558_TS20190024_bin.224
SGB_8556	T1900044564_TS20190030_bin.342
SGB_8557	T1900044565_TS20190031_bin.254
SGB_8558	T1900044604_TS20190070_bin.39
SGB_8559	T1900044622_TS20190088_bin.299
SGB_8560	T1900044627_TS20190093_bin.123
SGB_8561	T1900044630_TS20190096_bin.243
SGB_8562	T1900044631_TS20190097_bin.187
SGB_8563	T1900044633_TS20190099_bin.26
SGB_8564	T1900044637_TS20190103_bin.49
SGB_8565	T1900044646_TS20190112_bin.38
SGB_8566	T1900044664_TS20190130_bin.32
SGB_8567	T1900044664_TS20190130_bin.97
SGB_8568	T1900044680_TS20190146_bin.27
SGB_8569	T1900044725_TS20190191_bin.383
SGB_8570	T1900044729_TS20190195_bin.5
SGB_8571	T1900044743_TS20190209_bin.400
SGB_8572	T1900044757_TS20190223_bin.47
SGB_8573	T1900044760_TS20190226_bin.270
SGB_8574	T1900044804_TS20190270_bin.120
SGB_8575	T1900044823_TS20190289_bin.152
SGB_8576	T1900044865_TS20190331_bin.263
SGB_8577	T1900044889_TS20190355_bin.111
SGB_8578	T1900044912_TS20190378_bin.216
SGB_8579	T1900044914_TS20190380_bin.97
SGB_8580	T1900044916_TS20190382_bin.93
SGB_8581	T1900045019_TC20190012_bin.148
SGB_8582	T1900045024_TC20190017_bin.291
SGB_8583	T1900045030_TC20190023_bin.9
SGB_8584	T1900045058_TC20190051_bin.312
SGB_8585	T1900045092_TC20190086_bin.419
SGB_8586	T1900045099_TC20190093_bin.297
SGB_8587	T1900045141_TC20190135_bin.192
SGB_8588	T1900045163_TC20190157_bin.231
SGB_8589	T1900045170_TC20190164_bin.90
SGB_8590	T1900045216_TC20190212_bin.195
SGB_8591	T1900045312_YK20190001_bin.123
SGB_8592	T1900045315_YK20190004_bin.75
SGB_8593	T1900045319_YK20190008_bin.62
SGB_8594	T1900045328_YK20190017_bin.193
SGB_8595	T1900045328_YK20190017_bin.275
SGB_8596	T1900045328_YK20190017_bin.281
SGB_8597	T1900045336_YK20190025_bin.53
SGB_8598	T1900045340_YK20190030_bin.4
SGB_8599	T1900045384_YK20190074_bin.77
SGB_8600	T1900045392_YK20190082_bin.241
SGB_8601	T1900045394_YK20190084_bin.133
SGB_8602	T1900045399_YK20190089_bin.193
SGB_8603	T1900045430_YK20190121_bin.177
SGB_8604	T1900045464_YK20190155_bin.36
SGB_8605	T1900045494_YK20190188_bin.307
SGB_8606	T1900045496_YK20190190_bin.201
SGB_8607	T1900045497_YK20190191_bin.176
SGB_8608	T1900045497_YK20190191_bin.90
SGB_8609	T1900045505_YK20190199_bin.262
SGB_8610	T1900045517_YK20190211_bin.77
SGB_8611	T1900045529_YK20190223_bin.50
SGB_8612	T1900045634_YK20190328_bin.211
SGB_8613	T1900045647_YK20190341_bin.116
SGB_8614	T1900045659_YK20190353_bin.134
SGB_8615	T1900045662_YK20190356_bin.123
SGB_8616	T1900045665_YK20190359_bin.128
SGB_8617	T1900045686_YK20190380_bin.230
SGB_8618	T1900045701_YK20190395_bin.289
SGB_8619	T1900045717_YK20190411_bin.228
SGB_8620	T1900045734_YK20190428_bin.62
SGB_8621	T1900045740_YK20190434_bin.310
SGB_8622	T1900045743_YK20190437_bin.217
SGB_8623	T1900045770_YK20190464_bin.21
SGB_8624	T1900045775_TC20190229_bin.318
SGB_8625	T1900045776_TC20190230_bin.265
SGB_8626	T2001009364_TS20190218_bin.17
SGB_8627	T2001009368_TS-100_bin.62
SGB_8628	T2001009370_Yak-NA_bin.205
SGB_8629	TP20200812-DBC105_DT2009055328-1_bin.337
SGB_8630	TP20200812-DBC21_DT2009055244-1_bin.156
SGB_8631	TP20200812-DBC24_DT2009055247-1_bin.262
SGB_8632	TP20200812-DBC31_DT2009055254-1_bin.418
SGB_8633	TP20200812-DBC31_DT2009055254-1_bin.581
SGB_8634	TP20200812-DBC34_DT2009055257-1_bin.333
SGB_8635	TP20200812-DBC39_DT2009055262-1_bin.169
SGB_8636	TP20200812-DBC41_DT2009055264-1_bin.176
SGB_8637	TP20200812-DBC44_DT2009055267-1_bin.235
SGB_8638	TP20200812-DBC50_DT2009055273-1_bin.244
SGB_8639	TP20200812-DBC55_DT2009055278-1_bin.193
SGB_8640	TP20200812-DBC55_DT2009055278-1_bin.215
SGB_8641	TP20200812-DBC63_DT2009055286-1_bin.48
SGB_8642	TP20200812-DBC68_DT2009055291-1_bin.409
SGB_8643	TP20200812-DBC7_DT2009055230-1_bin.169
SGB_8644	TP20200812-DBC74_DT2009055297-1_bin.91
SGB_8645	TP20200812-DBC92_DT2009055315-1_bin.219
SGB_8646	TP20200814-DZC110_DT2009055438-1_bin.308
SGB_8647	TP20200814-DZC112_DT2009055440-1_bin.221
SGB_8648	TP20200814-DZC37_DT2009055365-1_bin.104
SGB_8649	TP20200814-DZC76_DT2009055404-1_bin.134
SGB_8650	TP20200814-DZC85_DT2009055413-1_bin.343
SGB_8651	TP20200814-DZC95_DT2009055423-1_bin.154
SGB_8652	TP20200815-DZC49_DT2009055519-1_bin.319
SGB_8653	TP20200815-DZC50_DT2009055520-1_bin.319
SGB_8654	TP20200815-DZC67_DT2009055537-1_bin.8
SGB_8655	TP20200815-DZC75_DT2009055545-1_bin.27
SGB_8656	TP20200815-DZC76_DT2009055546-1_bin.372
SGB_8657	TP20200823-QMN30_DT2009055555-1_bin.187
SGB_8658	TP20200825-WDL31_DT2009055597-1_bin.221
SGB_8659	TP20200825-WDL49_DT2009055602-1_bin.170
SGB_8660	T1900044548_TS20190014_bin.126
SGB_8661	T1900044548_TS20190014_bin.302
SGB_8662	T1900044568_TS20190034_bin.171
SGB_8663	T1900044600_TS20190066_bin.174
SGB_8664	T1900044652_TS20190118_bin.308
SGB_8665	T1900044660_TS20190126_bin.88
SGB_8666	T1900044755_TS20190421_bin.178
SGB_8667	T1900044958_TA20190014_bin.265
SGB_8668	T1900045302_TH20190072_bin.275
SGB_8669	T1900045315_YK20190004_bin.204
SGB_8670	T1900045333_YK20190022_bin.204
SGB_8671	T1900045335_YK20190024_bin.246
SGB_8672	T1900045337_YK20190026_bin.46
SGB_8673	T1900045345_YK20190035_bin.89
SGB_8674	T1900045414_YK20190104_bin.29
SGB_8675	T1900045421_YK20190111_bin.84
SGB_8676	T1900045445_YK20190136_bin.177
SGB_8677	T1900045446_YK20190137_bin.92
SGB_8678	T1900045505_YK20190199_bin.295
SGB_8679	T1900045532_YK20190226_bin.237
SGB_8680	T1900045652_YK20190346_bin.203
SGB_8681	T1900045711_YK20190405_bin.88
SGB_8682	TP20200812-DBC105_DT2009055328-1_bin.271
SGB_8683	TP20200812-DBC21_DT2009055244-1_bin.208
SGB_8684	TP20200812-DBC3_DT2009055226-1_bin.17
SGB_8685	TP20200812-DBC31_DT2009055254-1_bin.497
SGB_8686	TP20200812-DBC71_DT2009055294-1_bin.149
SGB_8687	TP20200812-DBC71_DT2009055294-1_bin.255
SGB_8688	TP20200812-DBC88_DT2009055311-1_bin.311
SGB_8689	TP20200812-DBC92_DT2009055315-1_bin.99
SGB_8690	TP20200814-DZC45_DT2009055373-1_bin.98
SGB_8691	TP20200814-DZC60_DT2009055388-1_bin.57
SGB_8692	TP20200814-DZC72_DT2009055400-1_bin.13
SGB_8693	TP20200814-DZC77_DT2009055405-1_bin.248
SGB_8694	TP20200815-DZC67_DT2009055537-1_bin.26
SGB_8695	TP20200825-WDL25_DT2009055596-1_bin.208
SGB_8696	T1900044633_TS20190099_bin.103
SGB_8697	T1900044633_TS20190099_bin.179
SGB_8698	T1900044679_TS20190145_bin.221
SGB_8699	T1900044696_TS20190162_bin.136
SGB_8700	T1900044981_TA20190043_bin.91
SGB_8701	T1900045240_TH20190010_bin.192
SGB_8702	T1900045243_TH20190013_bin.588
SGB_8703	T1900045245_TH20190015_bin.227
SGB_8704	T1900045250_TH20190020_bin.525
SGB_8705	T1900045256_TH20190026_bin.75
SGB_8706	T1900045295_TH20190065_bin.96
SGB_8707	T1900045525_YK20190219_bin.123
SGB_8708	T1900045667_YK20190361_bin.225
SGB_8709	T1900045711_YK20190405_bin.290
SGB_8710	T2001009369_TH82_bin.320
SGB_8711	TP20200814-DZC28_DT2009055356-1_bin.83
SGB_8712	TP20200814-DZC74_DT2009055402-1_bin.52
SGB_8713	TP20200814-DZC95_DT2009055423-1_bin.199
SGB_8714	TP20200825-WDL31_DT2009055597-1_bin.14
SGB_8715	T1900044546_TS20190012_bin.295
SGB_8716	T1900044743_TS20190209_bin.48
SGB_8717	T1900044782_TS20190248_bin.23
SGB_8718	T1900044890_TS20190356_bin.120
SGB_8719	T1900045313_YK20190002_bin.574
SGB_8720	T1900044637_TS20190103_bin.172
SGB_8721	T1900045217_TC20190213_bin.149
SGB_8722	T1900045335_YK20190024_bin.262
SGB_8723	T2001009362_TS20190216_bin.107
SGB_8724	T2001009365_TS20190219_bin.4
SGB_8725	T1900044606_TS20190072_bin.226
SGB_8726	T1900044547_TS20190013_bin.115
SGB_8727	T1900044547_TS20190013_bin.229
SGB_8728	T1900044547_TS20190013_bin.280
SGB_8729	T1900044552_TS20190018_bin.235
SGB_8730	T1900044552_TS20190018_bin.292
SGB_8731	T1900044557_TS20190023_bin.356
SGB_8732	T1900044560_TS20190026_bin.141
SGB_8733	T1900044567_TS20190033_bin.309
SGB_8734	T1900044577_TS20190043_bin.365
SGB_8735	T1900044592_TS20190058_bin.76
SGB_8736	T1900044599_TS20190065_bin.164
SGB_8737	T1900044609_TS20190075_bin.240
SGB_8738	T1900044609_TS20190075_bin.7
SGB_8739	T1900044620_TS20190086_bin.43
SGB_8740	T1900044622_TS20190088_bin.332
SGB_8741	T1900044630_TS20190096_bin.261
SGB_8742	T1900044630_TS20190096_bin.318
SGB_8743	T1900044640_TS20190106_bin.123
SGB_8744	T1900044644_TS20190110_bin.247
SGB_8745	T1900044644_TS20190110_bin.55
SGB_8746	T1900044647_TS20190113_bin.173
SGB_8747	T1900044652_TS20190118_bin.105
SGB_8748	T1900044652_TS20190118_bin.189
SGB_8749	T1900044680_TS20190146_bin.272
SGB_8750	T1900044685_TS20190151_bin.131
SGB_8751	T1900044698_TS20190164_bin.281
SGB_8752	T1900044720_TS20190186_bin.36
SGB_8753	T1900044727_TS20190193_bin.349
SGB_8754	T1900044729_TS20190195_bin.71
SGB_8755	T1900044740_TS20190206_bin.207
SGB_8756	T1900044743_TS20190209_bin.451
SGB_8757	T1900044751_TS20190417_bin.56
SGB_8758	T1900044752_TS20190418_bin.6
SGB_8759	T1900044755_TS20190421_bin.181
SGB_8760	T1900044756_TS20190222_bin.5
SGB_8761	T1900044784_TS20190250_bin.313
SGB_8762	T1900044789_TS20190255_bin.173
SGB_8763	T1900044797_TS20190263_bin.77
SGB_8764	T1900044802_TS20190268_bin.244
SGB_8765	T1900044804_TS20190270_bin.163
SGB_8766	T1900044809_TS20190275_bin.253
SGB_8767	T1900044867_TS20190333_bin.114
SGB_8768	T1900044904_TS20190370_bin.89
SGB_8769	T1900044917_TS20190383_bin.77
SGB_8770	T1900044929_TS20190395_bin.250
SGB_8771	T1900044958_TA20190014_bin.258
SGB_8772	T1900045150_TC20190144_bin.281
SGB_8773	T1900045150_TC20190144_bin.48
SGB_8774	T1900045195_TC20190191_bin.99
SGB_8775	T1900045208_TC20190204_bin.49
SGB_8776	T1900045209_TC20190205_bin.197
SGB_8777	T1900045313_YK20190002_bin.8
SGB_8778	T1900045335_YK20190024_bin.135
SGB_8779	T1900045338_YK20190027_bin.291
SGB_8780	T1900045362_YK20190052_bin.168
SGB_8781	T1900045365_YK20190055_bin.134
SGB_8782	T1900045395_YK20190085_bin.194
SGB_8783	T1900045404_YK20190094_bin.86
SGB_8784	T1900045414_YK20190104_bin.222
SGB_8785	T1900045433_YK20190124_bin.170
SGB_8786	T1900045496_YK20190190_bin.215
SGB_8787	T1900045497_YK20190191_bin.142
SGB_8788	T1900045499_YK20190193_bin.17
SGB_8789	T1900045523_YK20190217_bin.90
SGB_8790	T1900045524_YK20190218_bin.206
SGB_8791	T1900045525_YK20190219_bin.183
SGB_8792	T1900045543_YK20190237_bin.384
SGB_8793	T1900045550_YK20190244_bin.211
SGB_8794	T1900045645_YK20190339_bin.87
SGB_8795	T1900045649_YK20190343_bin.104
SGB_8796	T1900045666_YK20190360_bin.114
SGB_8797	T1900045704_YK20190398_bin.15
SGB_8798	T1900045711_YK20190405_bin.346
SGB_8799	T1900045714_YK20190408_bin.471
SGB_8800	T1900045737_YK20190431_bin.78
SGB_8801	T1900045751_YK20190445_bin.147
SGB_8802	T1900045755_YK20190449_bin.196
SGB_8803	T1900045759_YK20190453_bin.61
SGB_8804	T1900045765_YK20190459_bin.138
SGB_8805	T1900045773_TC20190227_bin.77
SGB_8806	T2001009361_TS20190215_bin.15
SGB_8807	T2001009362_TS20190216_bin.367
SGB_8808	TP20200812-DBC101_DT2009055324-1_bin.164
SGB_8809	TP20200812-DBC102_DT2009055325-1_bin.22
SGB_8810	TP20200812-DBC102_DT2009055325-1_bin.67
SGB_8811	TP20200812-DBC105_DT2009055328-1_bin.120
SGB_8812	TP20200812-DBC105_DT2009055328-1_bin.87
SGB_8813	TP20200812-DBC17_DT2009055240-1_bin.371
SGB_8814	TP20200812-DBC18_DT2009055241-1_bin.10
SGB_8815	TP20200812-DBC24_DT2009055247-1_bin.266
SGB_8816	TP20200812-DBC3_DT2009055226-1_bin.261
SGB_8817	TP20200812-DBC34_DT2009055257-1_bin.103
SGB_8818	TP20200812-DBC34_DT2009055257-1_bin.385
SGB_8819	TP20200812-DBC35_DT2009055258-1_bin.182
SGB_8820	TP20200812-DBC4_DT2009055227-1_bin.100
SGB_8821	TP20200812-DBC40_DT2009055263-1_bin.216
SGB_8822	TP20200812-DBC42_DT2009055265-1_bin.228
SGB_8823	TP20200812-DBC48_DT2009055271-1_bin.5
SGB_8824	TP20200812-DBC55_DT2009055278-1_bin.134
SGB_8825	TP20200812-DBC55_DT2009055278-1_bin.71
SGB_8826	TP20200812-DBC60_DT2009055283-1_bin.161
SGB_8827	TP20200812-DBC63_DT2009055286-1_bin.353
SGB_8828	TP20200812-DBC64_DT2009055287-1_bin.126
SGB_8829	TP20200812-DBC64_DT2009055287-1_bin.330
SGB_8830	TP20200812-DBC65_DT2009055288-1_bin.207
SGB_8831	TP20200812-DBC7_DT2009055230-1_bin.192
SGB_8832	TP20200812-DBC75_DT2009055298-1_bin.43
SGB_8833	TP20200812-DBC75_DT2009055298-1_bin.59
SGB_8834	TP20200812-DBC75_DT2009055298-1_bin.61
SGB_8835	TP20200812-DBC8_DT2009055231-1_bin.158
SGB_8836	TP20200814-DZC106_DT2009055434-1_bin.141
SGB_8837	TP20200814-DZC115_DT2009055443-1_bin.118
SGB_8838	TP20200814-DZC129_DT2009055457-1_bin.51
SGB_8839	TP20200814-DZC131_DT2009055459-1_bin.21
SGB_8840	TP20200814-DZC132_DT2009055460-1_bin.140
SGB_8841	TP20200814-DZC2_DT2009055330-1_bin.190
SGB_8842	TP20200814-DZC23_DT2009055351-1_bin.87
SGB_8843	TP20200814-DZC51_DT2009055379-1_bin.147
SGB_8844	TP20200814-DZC51_DT2009055379-1_bin.88
SGB_8845	TP20200814-DZC54_DT2009055382-1_bin.333
SGB_8846	TP20200814-DZC60_DT2009055388-1_bin.194
SGB_8847	TP20200814-DZC62_DT2009055390-1_bin.248
SGB_8848	TP20200814-DZC68_DT2009055396-1_bin.221
SGB_8849	TP20200814-DZC78_DT2009055406-1_bin.213
SGB_8850	TP20200814-DZC8_DT2009055336-1_bin.154
SGB_8851	TP20200814-DZC8_DT2009055336-1_bin.214
SGB_8852	TP20200814-DZC80_DT2009055408-1_bin.8
SGB_8853	TP20200814-DZC95_DT2009055423-1_bin.246
SGB_8854	TP20200814-DZC96_DT2009055424-1_bin.379
SGB_8855	TP20200815-DZC15_DT2009055485-1_bin.307
SGB_8856	TP20200815-DZC24_DT2009055494-1_bin.182
SGB_8857	TP20200815-DZC26_DT2009055496-1_bin.148
SGB_8858	TP20200815-DZC26_DT2009055496-1_bin.66
SGB_8859	TP20200815-DZC26_DT2009055496-1_bin.69
SGB_8860	TP20200815-DZC40_DT2009055510-1_bin.132
SGB_8861	TP20200815-DZC45_DT2009055515-1_bin.80
SGB_8862	TP20200815-DZC47_DT2009055517-1_bin.58
SGB_8863	TP20200815-DZC51_DT2009055521-1_bin.438
SGB_8864	TP20200815-DZC58_DT2009055528-1_bin.82
SGB_8865	TP20200815-DZC59_DT2009055529-1_bin.109
SGB_8866	TP20200815-DZC60_DT2009055530-1_bin.138
SGB_8867	TP20200815-DZC60_DT2009055530-1_bin.45
SGB_8868	TP20200815-DZC62_DT2009055532-1_bin.370
SGB_8869	TP20200815-DZC71_DT2009055541-1_bin.27
SGB_8870	TP20200815-DZC74_DT2009055544-1_bin.259
SGB_8871	TP20200815-DZC78_DT2009055548-1_bin.148
SGB_8872	TP20200824-WDL18_DT2009055565-1_bin.205
SGB_8873	TP20200824-WDL76_DT2009055585-1_bin.124
SGB_8874	T1900044537_TS20190003_bin.157
SGB_8875	T1900044540_TS20190006_bin.283
SGB_8876	T1900044541_TS20190007_bin.289
SGB_8877	T1900044543_TS20190009_bin.150
SGB_8878	T1900044543_TS20190009_bin.79
SGB_8879	T1900044545_TS20190011_bin.384
SGB_8880	T1900044546_TS20190012_bin.155
SGB_8881	T1900044546_TS20190012_bin.21
SGB_8882	T1900044549_TS20190015_bin.222
SGB_8883	T1900044552_TS20190018_bin.213
SGB_8884	T1900044553_TS20190019_bin.131
SGB_8885	T1900044559_TS20190025_bin.247
SGB_8886	T1900044562_TS20190028_bin.109
SGB_8887	T1900044573_TS20190039_bin.113
SGB_8888	T1900044575_TS20190041_bin.131
SGB_8889	T1900044576_TS20190042_bin.219
SGB_8890	T1900044576_TS20190042_bin.65
SGB_8891	T1900044577_TS20190043_bin.82
SGB_8892	T1900044579_TS20190045_bin.73
SGB_8893	T1900044589_TS20190055_bin.152
SGB_8894	T1900044606_TS20190072_bin.21
SGB_8895	T1900044607_TS20190073_bin.15
SGB_8896	T1900044609_TS20190075_bin.145
SGB_8897	T1900044609_TS20190075_bin.265
SGB_8898	T1900044610_TS20190076_bin.3
SGB_8899	T1900044643_TS20190109_bin.132
SGB_8900	T1900044659_TS20190125_bin.227
SGB_8901	T1900044673_TS20190139_bin.8
SGB_8902	T1900044709_TS20190175_bin.227
SGB_8903	T1900044718_TS20190184_bin.41
SGB_8904	T1900044720_TS20190186_bin.69
SGB_8905	T1900044723_TS20190189_bin.181
SGB_8906	T1900044727_TS20190193_bin.123
SGB_8907	T1900044778_TS20190244_bin.237
SGB_8908	T1900044788_TS20190254_bin.256
SGB_8909	T1900044789_TS20190255_bin.94
SGB_8910	T1900044794_TS20190260_bin.85
SGB_8911	T1900044805_TS20190271_bin.148
SGB_8912	T1900044805_TS20190271_bin.99
SGB_8913	T1900044820_TS20190286_bin.74
SGB_8914	T1900044839_TS20190305_bin.43
SGB_8915	T1900044841_TS20190307_bin.272
SGB_8916	T1900044850_TS20190316_bin.342
SGB_8917	T1900044854_TS20190320_bin.179
SGB_8918	T1900044877_TS20190343_bin.76
SGB_8919	T1900044879_TS20190345_bin.116
SGB_8920	T1900044889_TS20190355_bin.274
SGB_8921	T1900044889_TS20190355_bin.58
SGB_8922	T1900044890_TS20190356_bin.41
SGB_8923	T1900044904_TS20190370_bin.274
SGB_8924	T1900044913_TS20190379_bin.63
SGB_8925	T1900044929_TS20190395_bin.261
SGB_8926	T1900044930_TS20190396_bin.110
SGB_8927	T1900044936_TS20190402_bin.39
SGB_8928	T1900044938_TS20190404_bin.64
SGB_8929	T1900044946_TS20190412_bin.263
SGB_8930	T1900044948_TA20190001_bin.269
SGB_8931	T1900044950_TA20190003_bin.169
SGB_8932	T1900044956_TA20190011_bin.135
SGB_8933	T1900044956_TA20190011_bin.172
SGB_8934	T1900045020_TC20190013_bin.25
