Sample,Coverage,Group
TP20200812-DBC73_DT2009055296-1,0.003166217,SGB_6458
TP20200812-DBC74_DT2009055297-1,0.000417396,SGB_6458
TP20200812-DBC7_DT2009055230-1,0.000986401,SGB_6458
TP20200812-DBC85_DT2009055308-1,0.000801474,SGB_6458
TP20200812-DBC88_DT2009055311-1,0.951669339,SGB_6458
TP20200812-DBC8_DT2009055231-1,6.33E-05,SGB_6458
TP20200812-DBC92_DT2009055315-1,0.001386951,SGB_6458
TP20200812-DBC93_DT2009055316-1,0.000466061,SGB_6458
TP20200812-DBC95_DT2009055318-1,0.00036349,SGB_6458
TP20200814-DZC100_DT2009055428-1,1.345390886,SGB_6458
TP20200814-DZC101_DT2009055429-1,0.166233112,SGB_6458
TP20200814-DZC103_DT2009055431-1,0.05309758,SGB_6458
TP20200814-DZC104_DT2009055432-1,0.291506805,SGB_6458
TP20200814-DZC105_DT2009055433-1,0.037102159,SGB_6458
TP20200814-DZC106_DT2009055434-1,0.027529763,SGB_6458
TP20200814-DZC108_DT2009055436-1,0.017293278,SGB_6458
TP20200814-DZC109_DT2009055437-1,0.052528949,SGB_6458
TP20200814-DZC10_DT2009055435-1,0.877638342,SGB_6458
TP20200814-DZC110_DT2009055438-1,0.030207084,SGB_6458
TP20200814-DZC111_DT2009055439-1,0.216939746,SGB_6458
TP20200814-DZC112_DT2009055440-1,0.059551302,SGB_6458
TP20200814-DZC113_DT2009055441-1,0.043823912,SGB_6458
TP20200814-DZC114_DT2009055442-1,0.013305747,SGB_6458
TP20200814-DZC115_DT2009055443-1,0.367004114,SGB_6458
TP20200814-DZC116_DT2009055444-1,0.050924129,SGB_6458
TP20200814-DZC117_DT2009055445-1,0.035724941,SGB_6458
TP20200814-DZC119_DT2009055447-1,0.015871887,SGB_6458
TP20200814-DZC11_DT2009055339-1,0.017229265,SGB_6458
TP20200814-DZC121_DT2009055449-1,12.19075426,SGB_6458
TP20200814-DZC122_DT2009055450-1,0.126413951,SGB_6458
TP20200814-DZC123_DT2009055451-1,0.060782899,SGB_6458
TP20200814-DZC125_DT2009055453-1,0.034056482,SGB_6458
TP20200814-DZC126_DT2009055454-1,0.092896527,SGB_6458
TP20200814-DZC127_DT2009055455-1,0.16654045,SGB_6458
TP20200814-DZC129_DT2009055457-1,0.038857841,SGB_6458
TP20200814-DZC12_DT2009055340-1,0.375415664,SGB_6458
TP20200814-DZC131_DT2009055459-1,0.066231877,SGB_6458
TP20200814-DZC132_DT2009055460-1,0.039792957,SGB_6458
TP20200814-DZC133_DT2009055461-1,0.510067094,SGB_6458
TP20200814-DZC134_DT2009055462-1,1.025071435,SGB_6458
TP20200814-DZC135_DT2009055463-1,0.360969286,SGB_6458
TP20200814-DZC136_DT2009055464-1,0.032132345,SGB_6458
TP20200814-DZC138_DT2009055466-1,0.091691508,SGB_6458
TP20200814-DZC13_DT2009055341-1,0.01933496,SGB_6458
TP20200814-DZC140_DT2009055468-1,0.190889771,SGB_6458
TP20200814-DZC141_DT2009055469-1,0.140933701,SGB_6458
TP20200814-DZC142_DT2009055470-1,0.02637004,SGB_6458
TP20200814-DZC15_DT2009055343-1,0.095344748,SGB_6458
TP20200814-DZC16_DT2009055344-1,0.327377741,SGB_6458
TP20200814-DZC17_DT2009055345-1,5.492935534,SGB_6458
TP20200814-DZC18_DT2009055346-1,0.369915027,SGB_6458
TP20200814-DZC19_DT2009055347-1,0.091118759,SGB_6458
TP20200814-DZC1_DT2009055329-1,1.830250284,SGB_6458
TP20200814-DZC20_DT2009055348-1,0.241017292,SGB_6458
TP20200814-DZC21_DT2009055349-1,0.022802525,SGB_6458
TP20200814-DZC22_DT2009055350-1,0.028411348,SGB_6458
TP20200814-DZC23_DT2009055351-1,1.275331324,SGB_6458
TP20200814-DZC24_DT2009055352-1,0.075899731,SGB_6458
TP20200814-DZC25_DT2009055353-1,0.146991364,SGB_6458
TP20200814-DZC26_DT2009055354-1,0.055715006,SGB_6458
TP20200814-DZC27_DT2009055355-1,0.461156946,SGB_6458
TP20200814-DZC28_DT2009055356-1,0.086144077,SGB_6458
TP20200814-DZC29_DT2009055357-1,0.01576969,SGB_6458
TP20200814-DZC2_DT2009055330-1,0.102084095,SGB_6458
TP20200814-DZC30_DT2009055358-1,0.042500226,SGB_6458
TP20200814-DZC31_DT2009055359-1,0.039180153,SGB_6458
TP20200814-DZC32_DT2009055360-1,0.231916946,SGB_6458
TP20200814-DZC33_DT2009055361-1,0.549947273,SGB_6458
TP20200814-DZC34_DT2009055362-1,8.467384936,SGB_6458
TP20200814-DZC35_DT2009055363-1,0.303103663,SGB_6458
TP20200814-DZC36_DT2009055364-1,0.194534402,SGB_6458
TP20200814-DZC37_DT2009055365-1,0.286000928,SGB_6458
TP20200814-DZC38_DT2009055366-1,0.047483517,SGB_6458
TP20200814-DZC39_DT2009055367-1,0.117660249,SGB_6458
TP20200814-DZC3_DT2009055331-1,0.028240272,SGB_6458
TP20200814-DZC40_DT2009055368-1,0.239311398,SGB_6458
TP20200814-DZC41_DT2009055369-1,0.028277332,SGB_6458
TP20200814-DZC42_DT2009055370-1,0.162256437,SGB_6458
TP20200814-DZC43_DT2009055371-1,0.014850672,SGB_6458
TP20200814-DZC44_DT2009055372-1,0.037843364,SGB_6458
TP20200814-DZC45_DT2009055373-1,0.0649737,SGB_6458
TP20200814-DZC46_DT2009055374-1,0.018671245,SGB_6458
TP20200814-DZC47_DT2009055375-1,0.140306672,SGB_6458
TP20200814-DZC48_DT2009055376-1,0.211402797,SGB_6458
TP20200814-DZC49_DT2009055377-1,0.208735583,SGB_6458
TP20200814-DZC4_DT2009055332-1,0.019522507,SGB_6458
TP20200814-DZC50_DT2009055378-1,0.053235714,SGB_6458
TP20200814-DZC51_DT2009055379-1,0.092938828,SGB_6458
TP20200814-DZC52_DT2009055380-1,0.074710434,SGB_6458
TP20200814-DZC53_DT2009055381-1,0.006749454,SGB_6458
TP20200814-DZC54_DT2009055382-1,0.031355203,SGB_6458
TP20200814-DZC55_DT2009055383-1,0.011092989,SGB_6458
TP20200814-DZC56_DT2009055384-1,0.023735769,SGB_6458
TP20200814-DZC57_DT2009055385-1,0.127191841,SGB_6458
TP20200814-DZC58_DT2009055386-1,0.012771181,SGB_6458
TP20200814-DZC59_DT2009055387-1,9.003849398,SGB_6458
TP20200814-DZC5_DT2009055333-1,0.150443955,SGB_6458
TP20200814-DZC60_DT2009055388-1,0.00518394,SGB_6458
TP20200814-DZC61_DT2009055389-1,1.968995559,SGB_6458
TP20200814-DZC62_DT2009055390-1,0.042255403,SGB_6458
TP20200814-DZC63_DT2009055391-1,0.099173182,SGB_6458
TP20200814-DZC64_DT2009055392-1,0.006053546,SGB_6458
TP20200814-DZC65_DT2009055393-1,0.000230971,SGB_6458
TP20200814-DZC66_DT2009055394-1,0.00533293,SGB_6458
TP20200814-DZC67_DT2009055395-1,0.029767977,SGB_6458
TP20200814-DZC68_DT2009055396-1,0.441543473,SGB_6458
TP20200814-DZC70_DT2009055398-1,0.084482357,SGB_6458
TP20200814-DZC72_DT2009055400-1,0.048584842,SGB_6458
TP20200814-DZC73_DT2009055401-1,0.221046693,SGB_6458
TP20200814-DZC74_DT2009055402-1,0.007342418,SGB_6458
TP20200814-DZC75_DT2009055403-1,0.324126174,SGB_6458
TP20200814-DZC76_DT2009055404-1,0.566241797,SGB_6458
TP20200814-DZC77_DT2009055405-1,0.266897314,SGB_6458
TP20200814-DZC78_DT2009055406-1,0.361214857,SGB_6458
TP20200814-DZC79_DT2009055407-1,0.001869108,SGB_6458
TP20200814-DZC7_DT2009055335-1,0.4034332,SGB_6458
TP20200814-DZC80_DT2009055408-1,0.053188546,SGB_6458
TP20200814-DZC81_DT2009055409-1,0.054526458,SGB_6458
TP20200814-DZC83_DT2009055411-1,0.027209323,SGB_6458
TP20200814-DZC84_DT2009055412-1,0.066572906,SGB_6458
TP20200814-DZC85_DT2009055413-1,1.264377218,SGB_6458
TP20200814-DZC86_DT2009055414-1,0.163952223,SGB_6458
TP20200814-DZC87_DT2009055415-1,0.133215439,SGB_6458
TP20200814-DZC88_DT2009055416-1,0.007711897,SGB_6458
TP20200814-DZC89_DT2009055417-1,0.046506474,SGB_6458
TP20200814-DZC8_DT2009055336-1,0.361695143,SGB_6458
TP20200814-DZC90_DT2009055418-1,0.067767069,SGB_6458
TP20200814-DZC92_DT2009055420-1,0.693056672,SGB_6458
TP20200814-DZC93_DT2009055421-1,0.007625798,SGB_6458
TP20200814-DZC94_DT2009055422-1,0.743524473,SGB_6458
TP20200814-DZC95_DT2009055423-1,0.000303969,SGB_6458
TP20200814-DZC96_DT2009055424-1,0.182548599,SGB_6458
TP20200814-DZC97_DT2009055425-1,0.041445319,SGB_6458
TP20200814-DZC98_DT2009055426-1,0.023410462,SGB_6458
TP20200814-DZC99_DT2009055427-1,0.047310569,SGB_6458
TP20200814-DZC9_DT2009055337-1,0.026036498,SGB_6458
TP20200815-DZC10_DT2009055480-1,0.259063379,SGB_6458
TP20200815-DZC11_DT2009055481-1,0.313805086,SGB_6458
TP20200815-DZC12_DT2009055482-1,0.502940673,SGB_6458
TP20200815-DZC13_DT2009055483-1,0.541101108,SGB_6458
TP20200815-DZC14_DT2009055484-1,0.021880511,SGB_6458
TP20200815-DZC15_DT2009055485-1,0.022041854,SGB_6458
TP20200815-DZC16_DT2009055486-1,0.190114501,SGB_6458
TP20200815-DZC17_DT2009055487-1,0.000344772,SGB_6458
TP20200815-DZC19_DT2009055489-1,0.258251423,SGB_6458
TP20200815-DZC20_DT2009055490-1,1.042396532,SGB_6458
TP20200815-DZC22_DT2009055492-1,0.452505066,SGB_6458
TP20200815-DZC23_DT2009055493-1,0.048827044,SGB_6458
TP20200815-DZC24_DT2009055494-1,1.233871405,SGB_6458
TP20200815-DZC26_DT2009055496-1,0.348370679,SGB_6458
TP20200815-DZC27_DT2009055497-1,0.322738474,SGB_6458
TP20200815-DZC28_DT2009055498-1,1.211755805,SGB_6458
TP20200815-DZC30_DT2009055500-1,0.672310803,SGB_6458
TP20200815-DZC31_DT2009055501-1,0.753824223,SGB_6458
TP20200815-DZC32_DT2009055502-1,0.025874032,SGB_6458
TP20200815-DZC33_DT2009055503-1,0.297342482,SGB_6458
TP20200815-DZC35_DT2009055505-1,0.253022936,SGB_6458
TP20200815-DZC36_DT2009055506-1,0.492026622,SGB_6458
TP20200815-DZC37_DT2009055507-1,0.076634572,SGB_6458
TP20200815-DZC38_DT2009055508-1,41.67947653,SGB_6458
TP20200815-DZC39_DT2009055509-1,1.595033854,SGB_6458
TP20200815-DZC3_DT2009055473-1,0.000601199,SGB_6458
TP20200815-DZC40_DT2009055510-1,0.027999942,SGB_6458
TP20200815-DZC41_DT2009055511-1,0.032288447,SGB_6458
TP20200815-DZC42_DT2009055512-1,0.644471081,SGB_6458
TP20200815-DZC43_DT2009055513-1,0.381058553,SGB_6458
TP20200815-DZC44_DT2009055514-1,0.000266534,SGB_6458
TP20200815-DZC45_DT2009055515-1,0.13465143,SGB_6458
TP20200815-DZC46_DT2009055516-1,0.061996903,SGB_6458
TP20200815-DZC47_DT2009055517-1,1.174095871,SGB_6458
TP20200815-DZC48_DT2009055518-1,0.030274841,SGB_6458
TP20200815-DZC49_DT2009055519-1,7.322891582,SGB_6458
TP20200815-DZC50_DT2009055520-1,1.12038923,SGB_6458
TP20200815-DZC51_DT2009055521-1,0.262375965,SGB_6458
TP20200815-DZC53_DT2009055523-1,0.286867164,SGB_6458
TP20200815-DZC57_DT2009055527-1,0.446707198,SGB_6458
TP20200815-DZC58_DT2009055528-1,0.539765817,SGB_6458
TP20200815-DZC59_DT2009055529-1,1.471536805,SGB_6458
TP20200815-DZC5_DT2009055475-1,0.00239731,SGB_6458
TP20200815-DZC60_DT2009055530-1,1.70200129,SGB_6458
TP20200815-DZC61_DT2009055531-1,0.158363615,SGB_6458
TP20200815-DZC62_DT2009055532-1,0.530005499,SGB_6458
TP20200815-DZC66_DT2009055536-1,0.076422317,SGB_6458
TP20200815-DZC67_DT2009055537-1,0.853428277,SGB_6458
TP20200815-DZC68_DT2009055538-1,0.040413996,SGB_6458
TP20200815-DZC69_DT2009055539-1,0.111166847,SGB_6458
TP20200815-DZC70_DT2009055540-1,0.024558206,SGB_6458
TP20200815-DZC71_DT2009055541-1,0.572692149,SGB_6458
TP20200815-DZC73_DT2009055543-1,0.265609564,SGB_6458
TP20200815-DZC74_DT2009055544-1,0.221430772,SGB_6458
TP20200815-DZC75_DT2009055545-1,1.890680175,SGB_6458
TP20200815-DZC76_DT2009055546-1,8.443393489,SGB_6458
TP20200815-DZC77_DT2009055547-1,0.041148837,SGB_6458
TP20200815-DZC78_DT2009055548-1,0.000199526,SGB_6458
TP20200815-DZC8_DT2009055478-1,0.026968619,SGB_6458
TP20200815-DZC9_DT2009055479-1,0.824532526,SGB_6458
TP20200823-QMN1_DT2009055550-1,0.207681426,SGB_6458
TP20200823-QMN23_DT2009055554-1,0.000503495,SGB_6458
TP20200823-QMN30_DT2009055555-1,0.000636762,SGB_6458
TP20200823-QMN43_DT2009055556-1,0.000540555,SGB_6458
TP20200823-QMN4_DT2009055551-1,0.000152359,SGB_6458
TP20200823-QMN50_DT2009055557-1,0.000538309,SGB_6458
TP20200823-QMN58_DT2009055558-1,0.000793239,SGB_6458
TP20200823-QMN67_DT2009055559-1,8.05E-05,SGB_6458
TP20200823-QMN73_DT2009055560-1,0.000725856,SGB_6458
TP20200824-WDL12_DT2009055564-1,0.000425257,SGB_6458
TP20200824-WDL18_DT2009055565-1,0.000567508,SGB_6458
TP20200824-WDL1_DT2009055561-1,0.011350539,SGB_6458
TP20200824-WDL28_DT2009055566-1,0.009956475,SGB_6458
TP20200824-WDL34_DT2009055567-1,0.005124794,SGB_6458
TP20200824-WDL39_DT2009055568-1,0.01322077,SGB_6458
TP20200824-WDL41_DT2009055569-1,0.013842558,SGB_6458
TP20200824-WDL49_DT2009055571-1,0.009638281,SGB_6458
TP20200824-WDL54_DT2009055572-1,0.187788691,SGB_6458
TP20200824-WDL5_DT2009055562-1,0.000165461,SGB_6458
TP20200824-WDL63_DT2009055575-1,0.000318194,SGB_6458
TP20200824-WDL65_DT2009055576-1,8.31E-05,SGB_6458
TP20200824-WDL67_DT2009055577-1,0.902056543,SGB_6458
TP20200824-WDL69_DT2009055578-1,0.573196018,SGB_6458
TP20200824-WDL70_DT2009055579-1,0.000224607,SGB_6458
TP20200824-WDL71_DT2009055580-1,0.000824684,SGB_6458
TP20200824-WDL72_DT2009055581-1,0.87179443,SGB_6458
TP20200824-WDL73_DT2009055582-1,0.072942773,SGB_6458
TP20200824-WDL74_DT2009055583-1,0.000268406,SGB_6458
TP20200824-WDL75_DT2009055584-1,0.000148241,SGB_6458
TP20200824-WDL76_DT2009055585-1,0.007044439,SGB_6458
TP20200824-WDL77_DT2009055586-1,0.000820192,SGB_6458
TP20200824-WDL78_DT2009055587-1,0.936335013,SGB_6458
TP20200824-WDL79_DT2009055588-1,0.000345147,SGB_6458
TP20200824-WDL80_DT2009055589-1,0.52092125,SGB_6458
TP20200824-WDL81_DT2009055590-1,0.606369793,SGB_6458
TP20200824-WDL82_DT2009055591-1,0.000101073,SGB_6458
TP20200824-WDL9_DT2009055563-1,0.002372229,SGB_6458
TP20200825-WDL101_DT2009055615-1,0.102266027,SGB_6458
TP20200825-WDL105_DT2009055616-1,0.01321815,SGB_6458
TP20200825-WDL108_DT2009055617-1,0.083352955,SGB_6458
TP20200825-WDL112_DT2009055618-1,0.014603603,SGB_6458
TP20200825-WDL119_DT2009055619-1,0.422496385,SGB_6458
TP20200825-WDL13_DT2009055594-1,0.391151664,SGB_6458
TP20200825-WDL19_DT2009055595-1,0.00210008,SGB_6458
TP20200825-WDL1_DT2009055592-1,1.012090246,SGB_6458
TP20200825-WDL25_DT2009055596-1,2.949361497,SGB_6458
TP20200825-WDL31_DT2009055597-1,0.000170702,SGB_6458
TP20200825-WDL35_DT2009055598-1,0.013755336,SGB_6458
TP20200825-WDL41_DT2009055599-1,0.00518394,SGB_6458
TP20200825-WDL45_DT2009055600-1,0.017092254,SGB_6458
TP20200825-WDL48_DT2009055601-1,0.000150113,SGB_6458
TP20200825-WDL49_DT2009055602-1,0.033872304,SGB_6458
TP20200825-WDL50_DT2009055603-1,0.000322686,SGB_6458
TP20200825-WDL51_DT2009055604-1,0.255672181,SGB_6458
TP20200825-WDL57_DT2009055605-1,0.257825418,SGB_6458
TP20200825-WDL64_DT2009055606-1,0.01457665,SGB_6458
TP20200825-WDL73_DT2009055608-1,0.000847893,SGB_6458
TP20200825-WDL78_DT2009055609-1,0.396107627,SGB_6458
TP20200825-WDL7_DT2009055593-1,0.000174819,SGB_6458
TP20200825-WDL81_DT2009055610-1,0.000356377,SGB_6458
TP20200825-WDL82_DT2009055611-1,0.000135888,SGB_6458
TP20200825-WDL87_DT2009055612-1,0.014766818,SGB_6458
TP20200825-WDL92_DT2009055613-1,0.043232446,SGB_6458
TP20200825-WDL96_DT2009055614-1,0.036498714,SGB_6458
T1900044535_TS20190001,0.443390083,SGB_8084
T1900044536_TS20190002,0.122890082,SGB_8084
T1900044537_TS20190003,0.150483652,SGB_8084
T1900044538_TS20190004,0.363396455,SGB_8084
T1900044539_TS20190005,0.186095386,SGB_8084
T1900044540_TS20190006,0.19017256,SGB_8084
T1900044541_TS20190007,0.736121818,SGB_8084
T1900044542_TS20190008,0.393606965,SGB_8084
T1900044543_TS20190009,0.42971408,SGB_8084
T1900044544_TS20190010,0.047421746,SGB_8084
T1900044545_TS20190011,0.103366487,SGB_8084
T1900044546_TS20190012,0.15415507,SGB_8084
T1900044547_TS20190013,0.84694597,SGB_8084
T1900044548_TS20190014,0.158810246,SGB_8084
T1900044549_TS20190015,0.476611037,SGB_8084
T1900044550_TS20190016,0.306242845,SGB_8084
T1900044551_TS20190017,0.356079527,SGB_8084
T1900044552_TS20190018,0.130351248,SGB_8084
T1900044553_TS20190019,0.308075228,SGB_8084
T1900044555_TS20190021,0.708897595,SGB_8084
T1900044556_TS20190022,0.000251366,SGB_8084
T1900044557_TS20190023,0.048509132,SGB_8084
T1900044558_TS20190024,0.14622268,SGB_8084
T1900044559_TS20190025,0.192760092,SGB_8084
T1900044560_TS20190026,0.046135857,SGB_8084
T1900044561_TS20190027,0.080090954,SGB_8084
T1900044562_TS20190028,0.08334086,SGB_8084
T1900044563_TS20190029,0.084983143,SGB_8084
T1900044564_TS20190030,0.158666008,SGB_8084
T1900044565_TS20190031,0.422953098,SGB_8084
T1900044566_TS20190032,0.090463837,SGB_8084
T1900044567_TS20190033,0.115101929,SGB_8084
T1900044568_TS20190034,0.036634703,SGB_8084
T1900044569_TS20190035,0.136475411,SGB_8084
T1900044570_TS20190036,0.143192631,SGB_8084
T1900044571_TS20190037,0.221869213,SGB_8084
T1900044572_TS20190038,0.129709879,SGB_8084
T1900044573_TS20190039,0.152315335,SGB_8084
T1900044574_TS20190040,0.02861619,SGB_8084
T1900044575_TS20190041,0.067291931,SGB_8084
T1900044576_TS20190042,0.209004023,SGB_8084
T1900044577_TS20190043,0.165847101,SGB_8084
T1900044578_TS20190044,0.54257927,SGB_8084
T1900044579_TS20190045,0.009551917,SGB_8084
T1900044580_TS20190046,0.137147238,SGB_8084
T1900044581_TS20190047,0.288164431,SGB_8084
T1900044582_TS20190048,0.79434461,SGB_8084
T1900044583_TS20190049,0.020926064,SGB_8084
T1900044584_TS20190050,0.023183809,SGB_8084
T1900044585_TS20190051,0.214603748,SGB_8084
T1900044586_TS20190052,0.259320681,SGB_8084
T1900044587_TS20190053,0.112614524,SGB_8084
T1900044588_TS20190054,0.46808209,SGB_8084
T1900044589_TS20190055,0.01673476,SGB_8084
T1900044590_TS20190056,0.460400365,SGB_8084
T1900044591_TS20190057,0.019018061,SGB_8084
T1900044592_TS20190058,0.288107016,SGB_8084
T1900044593_TS20190059,0.154068247,SGB_8084
T1900044594_TS20190060,0.014259607,SGB_8084
T1900044595_TS20190061,1.140805352,SGB_8084
T1900044596_TS20190062,0.13734399,SGB_8084
T1900044597_TS20190063,0.203393444,SGB_8084
T1900044598_TS20190064,0.082742903,SGB_8084
T1900044599_TS20190065,0.214603048,SGB_8084
T1900044600_TS20190066,0.264340654,SGB_8084
T1900044601_TS20190067,0.24595871,SGB_8084
T1900044602_TS20190068,0.033314428,SGB_8084
T1900044604_TS20190070,0.238358207,SGB_8084
T1900044605_TS20190071,0.025894923,SGB_8084
T1900044606_TS20190072,0.285453317,SGB_8084
T1900044607_TS20190073,0.128505211,SGB_8084
T1900044608_TS20190074,0.293535197,SGB_8084
T1900044609_TS20190075,0.477630856,SGB_8084
T1900044610_TS20190076,0.099381037,SGB_8084
T1900044611_TS20190077,0.183903459,SGB_8084
T1900044612_TS20190078,0.786998974,SGB_8084
T1900044614_TS20190080,0.029282766,SGB_8084
T1900044615_TS20190081,0.006241795,SGB_8084
T1900044616_TS20190082,0.000426762,SGB_8084
T1900044620_TS20190086,0.004873634,SGB_8084
T1900044621_TS20190087,0.011755748,SGB_8084
T1900044622_TS20190088,0.096827464,SGB_8084
T1900044623_TS20190089,0.004043215,SGB_8084
T1900044625_TS20190091,0.000785607,SGB_8084
T1900044627_TS20190093,0.015630919,SGB_8084
T1900044629_TS20190095,0.10618508,SGB_8084
T1900044630_TS20190096,0.125642857,SGB_8084
T1900044631_TS20190097,0.014515525,SGB_8084
T1900044632_TS20190098,0.004301934,SGB_8084
T1900044633_TS20190099,0.007859571,SGB_8084
T1900044634_TS20190100,0.073011038,SGB_8084
T1900044635_TS20190101,0.004374053,SGB_8084
T1900044636_TS20190102,0.013272347,SGB_8084
T1900044637_TS20190103,0.017021835,SGB_8084
T1900044638_TS20190104,0.002706913,SGB_8084
T1900044639_TS20190105,0.001488592,SGB_8084
T1900044640_TS20190106,0.015026309,SGB_8084
T1900044641_TS20190107,0.002232538,SGB_8084
T1900044642_TS20190108,0.01324574,SGB_8084
T1900044643_TS20190109,0.000781756,SGB_8084
T1900044644_TS20190110,0.002595584,SGB_8084
T1900044645_TS20190111,0.029613603,SGB_8084
T1900044646_TS20190112,0.22349189,SGB_8084
T1900044647_TS20190113,0.003198443,SGB_8084
T1900044648_TS20190114,0.02500814,SGB_8084
T1900044649_TS20190115,0.006910821,SGB_8084
T1900044650_TS20190116,0.02345338,SGB_8084
T1900044651_TS20190117,0.022370545,SGB_8084
T1900044652_TS20190118,0.008738303,SGB_8084
T1900044653_TS20190119,0.019723847,SGB_8084
T1900044654_TS20190120,0.019326843,SGB_8084
T1900044655_TS20190121,0.287579777,SGB_8084
T1900044657_TS20190123,0.198239736,SGB_8084
T1900044659_TS20190125,0.165457448,SGB_8084
T1900044660_TS20190126,0.250681455,SGB_8084
T1900044661_TS20190127,0.117671256,SGB_8084
T1900044663_TS20190129,0.047288711,SGB_8084
T1900044664_TS20190130,0.038655786,SGB_8084
T1900044665_TS20190131,0.158805345,SGB_8084
T1900044666_TS20190132,0.11130798,SGB_8084
T1900044669_TS20190135,0.080972836,SGB_8084
T1900044670_TS20190136,0.191055143,SGB_8084
T1900044671_TS20190137,0.101343654,SGB_8084
T1900044672_TS20190138,0.071396063,SGB_8084
T1900044673_TS20190139,0.258774187,SGB_8084
T1900044674_TS20190140,0.151059554,SGB_8084
T1900044676_TS20190142,0.138384464,SGB_8084
T1900044677_TS20190143,0.048262667,SGB_8084
T1900044678_TS20190144,0.140658664,SGB_8084
T1900044679_TS20190145,0.201022619,SGB_8084
T1900044680_TS20190146,0.254531419,SGB_8084
T1900044681_TS20190147,0.083957023,SGB_8084
T1900044682_TS20190148,0.084183882,SGB_8084
T1900044683_TS20190149,0.231753367,SGB_8084
T1900044684_TS20190150,0.088141325,SGB_8084
T1900044685_TS20190151,0.328073197,SGB_8084
T1900044686_TS20190152,0.009968527,SGB_8084
T1900044687_TS20190153,0.016424578,SGB_8084
T1900044688_TS20190154,0.011951449,SGB_8084
T1900044689_TS20190155,0.171719548,SGB_8084
T1900044690_TS20190156,0.2709693,SGB_8084
T1900044691_TS20190157,0.625582291,SGB_8084
T1900044692_TS20190158,0.139954278,SGB_8084
T1900044693_TS20190159,0.130582659,SGB_8084
T1900044694_TS20190160,0.007759095,SGB_8084
T1900044695_TS20190161,0.072176068,SGB_8084
T1900044696_TS20190162,0.170655268,SGB_8084
T1900044697_TS20190163,0.002925721,SGB_8084
T1900044698_TS20190164,0.923423622,SGB_8084
T1900044699_TS20190165,0.177428152,SGB_8084
T1900044700_TS20190166,0.062938884,SGB_8084
T1900044701_TS20190167,0.02652754,SGB_8084
T1900044702_TS20190168,0.090109544,SGB_8084
T1900044703_TS20190169,0.071368406,SGB_8084
T1900044705_TS20190171,0.177659213,SGB_8084
T1900044706_TS20190172,0.086243125,SGB_8084
T1900044708_TS20190174,0.020294848,SGB_8084
T1900044709_TS20190175,0.134062575,SGB_8084
T1900044711_TS20190177,0.008407465,SGB_8084
T1900044713_TS20190179,0.008813572,SGB_8084
T1900044714_TS20190180,0.014719629,SGB_8084
T1900044715_TS20190181,0.153379265,SGB_8084
T1900044716_TS20190182,0.11009631,SGB_8084
T1900044717_TS20190183,0.034637777,SGB_8084
T1900044718_TS20190184,0.166582645,SGB_8084
T1900044719_TS20190185,0.147272256,SGB_8084
T1900044720_TS20190186,0.01464996,SGB_8084
T1900044722_TS20190188,0.024232335,SGB_8084
T1900044723_TS20190189,0.024207829,SGB_8084
T1900044724_TS20190190,0.259020302,SGB_8084
T1900044725_TS20190191,0.467793614,SGB_8084
T1900044726_TS20190192,0.195956435,SGB_8084
T1900044727_TS20190193,0.254499911,SGB_8084
T1900044728_TS20190194,0.037024356,SGB_8084
T1900044729_TS20190195,0.024927618,SGB_8084
T1900044730_TS20190196,0.402138714,SGB_8084
T1900044731_TS20190197,0.099230497,SGB_8084
T1900044732_TS20190198,0.135794132,SGB_8084
T1900044734_TS20190200,0.077103267,SGB_8084
T1900044735_TS20190201,0.047889469,SGB_8084
T1900044736_TS20190202,0.424389877,SGB_8084
T1900044737_TS20190203,0.072383323,SGB_8084
T1900044738_TS20190204,0.130240968,SGB_8084
T1900044739_TS20190205,0.395490112,SGB_8084
T1900044740_TS20190206,0.147612896,SGB_8084
T1900044741_TS20190207,0.049528951,SGB_8084
T1900044742_TS20190208,0.02610953,SGB_8084
T1900044743_TS20190209,0.078454973,SGB_8084
T1900044744_TS20190210,0.473061452,SGB_8084
T1900044745_TS20190211,0.30220208,SGB_8084
T1900044746_TS20190212,0.235615585,SGB_8084
T1900044747_TS20190213,0.123472285,SGB_8084
T1900044748_TS20190414,0.069306362,SGB_8084
T1900044749_TS20190415,0.053592822,SGB_8084
T1900044750_TS20190416,0.363063517,SGB_8084
T1900044751_TS20190417,0.0343437,SGB_8084
T1900044752_TS20190418,0.100544393,SGB_8084
T1900044754_TS20190420,0.032193433,SGB_8084
T1900044755_TS20190421,0.154328366,SGB_8084
T1900044756_TS20190222,0.640584094,SGB_8084
T1900044757_TS20190223,0.32880279,SGB_8084
T1900044758_TS20190224,0.246818187,SGB_8084
T1900044759_TS20190225,0.491972385,SGB_8084
T1900044760_TS20190226,0.367936451,SGB_8084
T1900044761_TS20190227,0.306916773,SGB_8084
T1900044762_TS20190228,0.673189235,SGB_8084
T1900044763_TS20190229,0.441728545,SGB_8084
T1900044764_TS20190230,0.404789612,SGB_8084
T1900044765_TS20190231,0.122835117,SGB_8084
T1900044766_TS20190232,0.446474046,SGB_8084
T1900044767_TS20190233,0.647547779,SGB_8084
T1900044768_TS20190234,0.385512132,SGB_8084
T1900044769_TS20190235,0.280619243,SGB_8084
T1900044770_TS20190236,0.017186729,SGB_8084
T1900044771_TS20190237,0.071077129,SGB_8084
T1900044772_TS20190238,0.411239362,SGB_8084
