Sample,Coverage,Group
T1900045413_YK20190103,0.447503317,SGB_8084
T1900045414_YK20190104,0.02071951,SGB_8084
T1900045415_YK20190105,0.008421119,SGB_8084
T1900045416_YK20190106,3.097007061,SGB_8084
T1900045417_YK20190107,0.022292124,SGB_8084
T1900045418_YK20190108,3.672050035,SGB_8084
T1900045419_YK20190109,0.548110027,SGB_8084
T1900045420_YK20190110,0.249920004,SGB_8084
T1900045421_YK20190111,0.462895473,SGB_8084
T1900045422_YK20190112,4.768414677,SGB_8084
T1900045423_YK20190113,0.210560183,SGB_8084
T1900045424_YK20190115,0.007577747,SGB_8084
T1900045425_YK20190116,2.992777247,SGB_8084
T1900045426_YK20190117,0.294668095,SGB_8084
T1900045427_YK20190118,0.015871432,SGB_8084
T1900045428_YK20190119,0.024941622,SGB_8084
T1900045429_YK20190120,0.005039578,SGB_8084
T1900045430_YK20190121,0.014091213,SGB_8084
T1900045432_YK20190123,0.13950581,SGB_8084
T1900045433_YK20190124,0.007948494,SGB_8084
T1900045435_YK20190126,0.819414366,SGB_8084
T1900045436_YK20190127,0.532841804,SGB_8084
T1900045441_YK20190132,0.011731241,SGB_8084
T1900045442_YK20190133,0.01950714,SGB_8084
T1900045443_YK20190134,0.01753367,SGB_8084
T1900045445_YK20190136,0.00504623,SGB_8084
T1900045446_YK20190137,0.075657386,SGB_8084
T1900045447_YK20190138,0.022157689,SGB_8084
T1900045448_YK20190139,0.012222421,SGB_8084
T1900045449_YK20190140,0.162265307,SGB_8084
T1900045450_YK20190141,0.180503713,SGB_8084
T1900045451_YK20190142,0.009006123,SGB_8084
T1900045452_YK20190143,0.907460466,SGB_8084
T1900045453_YK20190144,0.026391704,SGB_8084
T1900045454_YK20190145,2.466037551,SGB_8084
T1900045455_YK20190146,0.102318661,SGB_8084
T1900045456_YK20190147,1.479456237,SGB_8084
T1900045457_YK20190148,0.014626504,SGB_8084
T1900045458_YK20190149,0.200285675,SGB_8084
T1900045459_YK20190150,0.011015653,SGB_8084
T1900045460_YK20190151,0.009246286,SGB_8084
T1900045461_YK20190152,0.00979103,SGB_8084
T1900045462_YK20190153,0.00983094,SGB_8084
T1900045463_YK20190154,0.018282517,SGB_8084
T1900045464_YK20190155,0.012974769,SGB_8084
T1900045465_YK20190156,0.193817021,SGB_8084
T1900045466_YK20190157,0.315199255,SGB_8084
T1900045467_YK20190158,0.198116854,SGB_8084
T1900045468_YK20190159,0.010097711,SGB_8084
T1900045469_YK20190160,0.011597156,SGB_8084
T1900045470_YK20190161,0.0102479,SGB_8084
T1900045471_YK20190162,0.009082093,SGB_8084
T1900045473_YK20190165,5.309087345,SGB_8084
T1900045474_YK20190167,0.035297001,SGB_8084
T1900045475_YK20190169,0.010580138,SGB_8084
T1900045476_YK20190170,0.040650962,SGB_8084
T1900045477_YK20190171,0.011241112,SGB_8084
T1900045478_YK20190172,0.395616495,SGB_8084
T1900045479_YK20190173,0.010949835,SGB_8084
T1900045480_YK20190174,0.492062358,SGB_8084
T1900045481_YK20190175,0.505742913,SGB_8084
T1900045482_YK20190176,8.156991867,SGB_8084
T1900045483_YK20190177,5.969946681,SGB_8084
T1900045484_YK20190178,0.031618231,SGB_8084
T1900045485_YK20190179,0.282308088,SGB_8084
T1900045486_YK20190180,2.246804883,SGB_8084
T1900045487_YK20190181,6.64163157,SGB_8084
T1900045488_YK20190182,0.509326808,SGB_8084
T1900045489_YK20190183,0.622197249,SGB_8084
T1900045490_YK20190184,1.058078554,SGB_8084
T1900045491_YK20190185,0.847751182,SGB_8084
T1900045492_YK20190186,0.801122046,SGB_8084
T1900045493_YK20190187,0.514465462,SGB_8084
T1900045494_YK20190188,0.054334667,SGB_8084
T1900045495_YK20190189,0.224827842,SGB_8084
T1900045496_YK20190190,0.022139834,SGB_8084
T1900045497_YK20190191,0.276572177,SGB_8084
T1900045498_YK20190192,0.103584945,SGB_8084
T1900045499_YK20190193,0.372874502,SGB_8084
T1900045500_YK20190194,0.242762718,SGB_8084
T1900045501_YK20190195,1.630253222,SGB_8084
T1900045502_YK20190196,0.198645143,SGB_8084
T1900045503_YK20190197,0.874033658,SGB_8084
T1900045504_YK20190198,0.148687329,SGB_8084
T1900045505_YK20190199,0.297241973,SGB_8084
T1900045506_YK20190200,8.140215447,SGB_8084
T1900045507_YK20190201,0.413982334,SGB_8084
T1900045508_YK20190202,0.610330522,SGB_8084
T1900045509_YK20190203,1.066001491,SGB_8084
T1900045510_YK20190204,0.991533719,SGB_8084
T1900045511_YK20190205,0.901387766,SGB_8084
T1900045512_YK20190206,0.233734189,SGB_8084
T1900045513_YK20190207,0.095945932,SGB_8084
T1900045514_YK20190208,5.670241459,SGB_8084
T1900045515_YK20190209,0.279709353,SGB_8084
T1900045516_YK20190210,0.267924898,SGB_8084
T1900045517_YK20190211,0.555625807,SGB_8084
T1900045518_YK20190212,0.951959291,SGB_8084
T1900045519_YK20190213,0.223445328,SGB_8084
T1900045520_YK20190214,0.539399382,SGB_8084
T1900045521_YK20190215,1.504324339,SGB_8084
T1900045522_YK20190216,0.986327497,SGB_8084
T1900045523_YK20190217,0.154656402,SGB_8084
T1900045524_YK20190218,0.419799817,SGB_8084
T1900045525_YK20190219,0.013126009,SGB_8084
T1900045526_YK20190220,0.4168888,SGB_8084
T1900045527_YK20190221,0.350820091,SGB_8084
T1900045528_YK20190222,2.867310486,SGB_8084
T1900045529_YK20190223,1.907841366,SGB_8084
T1900045530_YK20190224,2.398853098,SGB_8084
T1900045531_YK20190225,0.104974111,SGB_8084
T1900045532_YK20190226,0.128521665,SGB_8084
T1900045533_YK20190227,8.321933279,SGB_8084
T1900045534_YK20190228,0.014110818,SGB_8084
T1900045535_YK20190229,0.004392257,SGB_8084
T1900045536_YK20190230,0.216011119,SGB_8084
T1900045537_YK20190231,1.478721393,SGB_8084
T1900045538_YK20190232,0.512706948,SGB_8084
T1900045539_YK20190233,0.009005773,SGB_8084
T1900045540_YK20190234,0.531748816,SGB_8084
T1900045541_YK20190235,0.893300635,SGB_8084
T1900045542_YK20190236,0.300413109,SGB_8084
T1900045543_YK20190237,1.377012243,SGB_8084
T1900045544_YK20190238,0.298028631,SGB_8084
T1900045545_YK20190239,0.088595395,SGB_8084
T1900045546_YK20190240,0.010365881,SGB_8084
T1900045547_YK20190241,0.007891779,SGB_8084
T1900045548_YK20190242,1.304995466,SGB_8084
T1900045549_YK20190243,0.166803553,SGB_8084
T1900045550_YK20190244,0.318277266,SGB_8084
T1900045551_YK20190245,0.18189568,SGB_8084
T1900045552_YK20190246,6.602320762,SGB_8084
T1900045553_YK20190247,0.214812403,SGB_8084
T1900045554_YK20190248,0.159264316,SGB_8084
T1900045555_YK20190249,0.019352049,SGB_8084
T1900045556_YK20190250,1.040465763,SGB_8084
T1900045557_YK20190251,0.403696974,SGB_8084
T1900045559_YK20190253,1.469770234,SGB_8084
T1900045560_YK20190254,0.021883916,SGB_8084
T1900045561_YK20190255,0.747539727,SGB_8084
T1900045562_YK20190256,0.055137429,SGB_8084
T1900045563_YK20190257,0.991948228,SGB_8084
T1900045564_YK20190258,0.321946933,SGB_8084
T1900045565_YK20190259,0.018997406,SGB_8084
T1900045566_YK20190260,0.000381601,SGB_8084
T1900045567_YK20190261,0.112093937,SGB_8084
T1900045568_YK20190262,0.251298667,SGB_8084
T1900045569_YK20190263,1.552261071,SGB_8084
T1900045570_YK20190264,0.868260287,SGB_8084
T1900045571_YK20190265,4.828694961,SGB_8084
T1900045572_YK20190266,0.025255655,SGB_8084
T1900045573_YK20190267,0.228257346,SGB_8084
T1900045574_YK20190268,0.000354643,SGB_8084
T1900045575_YK20190269,0.017944678,SGB_8084
T1900045589_YK20190283,0.012740907,SGB_8084
T1900045626_YK20190320,13.31520941,SGB_8084
T1900045627_YK20190321,6.244138931,SGB_8084
T1900045628_YK20190322,0.249918954,SGB_8084
T1900045629_YK20190323,0.643080602,SGB_8084
T1900045630_YK20190324,1.106244245,SGB_8084
T1900045631_YK20190325,0.389043163,SGB_8084
T1900045632_YK20190326,4.103472915,SGB_8084
T1900045633_YK20190327,1.281769296,SGB_8084
T1900045634_YK20190328,6.387277998,SGB_8084
T1900045635_YK20190329,19.34101716,SGB_8084
T1900045636_YK20190330,0.352154293,SGB_8084
T1900045637_YK20190331,0.142778472,SGB_8084
T1900045638_YK20190332,0.133886129,SGB_8084
T1900045639_YK20190333,4.181164337,SGB_8084
T1900045640_YK20190334,1.029318125,SGB_8084
T1900045641_YK20190335,0.034214516,SGB_8084
T1900045642_YK20190336,5.451739783,SGB_8084
T1900045643_YK20190337,0.087638593,SGB_8084
T1900045644_YK20190338,1.85263707,SGB_8084
T1900045645_YK20190339,1.317120561,SGB_8084
T1900045646_YK20190340,0.980915421,SGB_8084
T1900045647_YK20190341,1.015358547,SGB_8084
T1900045648_YK20190342,0.080466253,SGB_8084
T1900045649_YK20190343,0.817542422,SGB_8084
T1900045650_YK20190344,5.659934743,SGB_8084
T1900045651_YK20190345,7.210964889,SGB_8084
T1900045652_YK20190346,0.747953536,SGB_8084
T1900045653_YK20190347,0.033740841,SGB_8084
T1900045654_YK20190348,0.360623024,SGB_8084
T1900045655_YK20190349,5.091369526,SGB_8084
T1900045656_YK20190350,1.520044532,SGB_8084
T1900045657_YK20190351,0.061337562,SGB_8084
T1900045658_YK20190352,3.404523542,SGB_8084
T1900045659_YK20190353,1.644789752,SGB_8084
T1900045660_YK20190354,0.03977083,SGB_8084
T1900045661_YK20190355,0.067352147,SGB_8084
T1900045662_YK20190356,3.064093839,SGB_8084
T1900045663_YK20190357,0.060838331,SGB_8084
T1900045664_YK20190358,1.244503027,SGB_8084
T1900045665_YK20190359,0.657731962,SGB_8084
T1900045666_YK20190360,0.874558446,SGB_8084
T1900045667_YK20190361,8.133856021,SGB_8084
T1900045668_YK20190362,0.135417082,SGB_8084
T1900045669_YK20190363,1.243401986,SGB_8084
T1900045670_YK20190364,1.188202591,SGB_8084
T1900045671_YK20190365,0.412709399,SGB_8084
T1900045672_YK20190366,0.320679599,SGB_8084
T1900045673_YK20190367,0.81927888,SGB_8084
T1900045674_YK20190368,1.401916755,SGB_8084
T1900045675_YK20190369,1.743100207,SGB_8084
T1900045676_YK20190370,0.006422792,SGB_8084
T1900045677_YK20190371,0.166863419,SGB_8084
T1900045678_YK20190372,6.624057289,SGB_8084
T1900045679_YK20190373,1.722103774,SGB_8084
T1900045680_YK20190374,1.297425772,SGB_8084
T1900045681_YK20190375,0.137662224,SGB_8084
T1900045682_YK20190376,2.073375134,SGB_8084
T1900045683_YK20190377,0.00425117,SGB_8084
T1900045684_YK20190378,0.007923638,SGB_8084
T1900045685_YK20190379,2.153180763,SGB_8084
T1900045686_YK20190380,1.206155672,SGB_8084
T1900045687_YK20190381,0.592313024,SGB_8084
T1900045688_YK20190382,0.593290132,SGB_8084
T1900045689_YK20190383,5.509653444,SGB_8084
T1900045690_YK20190384,0.35085265,SGB_8084
T1900045691_YK20190385,0.008288434,SGB_8084
T1900045692_YK20190386,0.022098523,SGB_8084
T1900045693_YK20190387,2.828050791,SGB_8084
T1900045694_YK20190388,0.000257318,SGB_8084
T1900045695_YK20190389,0.127441281,SGB_8084
T1900045696_YK20190390,0.732917074,SGB_8084
T1900045697_YK20190391,0.013885709,SGB_8084
T1900045698_YK20190392,1.258173779,SGB_8084
T1900045699_YK20190393,0.038344904,SGB_8084
T1900045700_YK20190394,5.624034533,SGB_8084
T1900045701_YK20190395,0.149840533,SGB_8084
T1900045702_YK20190396,0.983914662,SGB_8084
T1900045703_YK20190397,0.494221027,SGB_8084
T1900045704_YK20190398,0.170635312,SGB_8084
T1900045705_YK20190399,3.810728227,SGB_8084
T1900045706_YK20190400,0.310792994,SGB_8084
T1900045707_YK20190401,0.473412594,SGB_8084
T1900045708_YK20190402,2.431887102,SGB_8084
T1900045709_YK20190403,0.597477935,SGB_8084
T1900045710_YK20190404,3.306278904,SGB_8084
T1900045711_YK20190405,0.007238857,SGB_8084
T1900045712_YK20190406,0.01806406,SGB_8084
T1900045713_YK20190407,7.598373471,SGB_8084
T1900045714_YK20190408,1.253026723,SGB_8084
T1900045715_YK20190409,2.683109099,SGB_8084
T1900045716_YK20190410,0.006596088,SGB_8084
T1900045717_YK20190411,0.013325211,SGB_8084
T1900045718_YK20190412,0.217754928,SGB_8084
T1900045719_YK20190413,0.086021517,SGB_8084
T1900045720_YK20190414,0.132122014,SGB_8084
T1900045721_YK20190415,0.097833279,SGB_8084
T1900045722_YK20190416,0.140352333,SGB_8084
T1900045723_YK20190417,0.064382315,SGB_8084
T1900045725_YK20190419,0.178981512,SGB_8084
T1900045726_YK20190420,3.42538764,SGB_8084
T1900045728_YK20190422,0.061947423,SGB_8084
T1900045729_YK20190423,0.058548728,SGB_8084
T1900045730_YK20190424,0.461962127,SGB_8084
T1900045731_YK20190425,0.065867756,SGB_8084
T1900045732_YK20190426,0.053762266,SGB_8084
T1900045733_YK20190427,0.265667153,SGB_8084
T1900045734_YK20190428,0.015722643,SGB_8084
T1900045735_YK20190429,0.861361369,SGB_8084
T1900045736_YK20190430,0.017719919,SGB_8084
T1900045737_YK20190431,0.062094812,SGB_8084
T1900045738_YK20190432,0.413049689,SGB_8084
T1900045739_YK20190433,0.160225319,SGB_8084
T1900045740_YK20190434,0.125832257,SGB_8084
T1900045741_YK20190435,0.392214298,SGB_8084
T1900045743_YK20190437,0.22280781,SGB_8084
T1900045744_YK20190438,0.047238997,SGB_8084
T1900045746_YK20190440,0.047532375,SGB_8084
T1900045747_YK20190441,0.27920207,SGB_8084
T1900045748_YK20190442,0.09377746,SGB_8084
T1900045749_YK20190443,0.065069896,SGB_8084
T1900045750_YK20190444,1.520913461,SGB_8084
T1900045751_YK20190445,1.501296392,SGB_8084
T1900045752_YK20190446,0.146091045,SGB_8084
T1900045753_YK20190447,0.075197365,SGB_8084
T1900045754_YK20190448,0.154924223,SGB_8084
T1900045755_YK20190449,0.053997528,SGB_8084
T1900045756_YK20190450,0.04341459,SGB_8084
T1900045757_YK20190451,0.257668596,SGB_8084
T1900045758_YK20190452,0.26349238,SGB_8084
T1900045759_YK20190453,0.17286505,SGB_8084
T1900045760_YK20190454,0.113025882,SGB_8084
T1900045761_YK20190455,0.032896068,SGB_8084
T1900045762_YK20190456,0.418471917,SGB_8084
T1900045764_YK20190458,0.076108655,SGB_8084
T1900045765_YK20190459,0.550407332,SGB_8084
T1900045767_YK20190461,0.153163609,SGB_8084
T1900045768_YK20190462,3.653439831,SGB_8084
T1900045769_YK20190463,2.183991332,SGB_8084
T1900045770_YK20190464,0.013238038,SGB_8084
T1900045771_YK20190465,0.522652719,SGB_8084
T1900045772_YK20190466,1.179177563,SGB_8084
T1900045773_TC20190227,0.032090156,SGB_8084
T1900045774_TC20190228,0.003352833,SGB_8084
T1900045775_TC20190229,0.012435627,SGB_8084
T1900045776_TC20190230,0.035519309,SGB_8084
T2001009361_TS20190215,0.153968471,SGB_8084
T2001009362_TS20190216,0.275290489,SGB_8084
T2001009363_TS20190217,0.20952426,SGB_8084
T2001009364_TS20190218,0.11502876,SGB_8084
T2001009365_TS20190219,0.057177066,SGB_8084
T2001009366_TS20190220,0.767508288,SGB_8084
T2001009367_TS20190221,0.028519565,SGB_8084
T2001009368_TS-100,0.018157184,SGB_8084
T2001009369_TH82,0.00242859,SGB_8084
T2001009370_Yak-NA,0.017717118,SGB_8084
TP20200812-DBC100_DT2009055323-1,0.003201944,SGB_8084
TP20200812-DBC101_DT2009055324-1,0.007111774,SGB_8084
TP20200812-DBC102_DT2009055325-1,0.001133949,SGB_8084
TP20200812-DBC103_DT2009055326-1,0.005285343,SGB_8084
TP20200812-DBC105_DT2009055328-1,0.005741163,SGB_8084
TP20200812-DBC17_DT2009055240-1,0.002253894,SGB_8084
TP20200812-DBC18_DT2009055241-1,0.00299784,SGB_8084
TP20200812-DBC19_DT2009055242-1,0.003867469,SGB_8084
TP20200812-DBC1_DT2009055224-1,0.004217561,SGB_8084
TP20200812-DBC20_DT2009055243-1,0.003998404,SGB_8084
TP20200812-DBC21_DT2009055244-1,0.004722744,SGB_8084
TP20200812-DBC22_DT2009055245-1,0.003026547,SGB_8084
TP20200812-DBC23_DT2009055246-1,0.002910667,SGB_8084
TP20200812-DBC24_DT2009055247-1,0.001718603,SGB_8084
TP20200812-DBC25_DT2009055248-1,0.002759777,SGB_8084
TP20200812-DBC26_DT2009055249-1,0.001381814,SGB_8084
TP20200812-DBC27_DT2009055250-1,0.003007643,SGB_8084
TP20200812-DBC28_DT2009055251-1,0.003394845,SGB_8084
TP20200812-DBC29_DT2009055252-1,0.001390216,SGB_8084
TP20200812-DBC2_DT2009055225-1,0.003209296,SGB_8084
TP20200812-DBC30_DT2009055253-1,0.007481471,SGB_8084
TP20200812-DBC31_DT2009055254-1,0.00629851,SGB_8084
TP20200812-DBC32_DT2009055255-1,0.002836447,SGB_8084
TP20200812-DBC33_DT2009055256-1,0.004044966,SGB_8084
TP20200812-DBC34_DT2009055257-1,0.003410249,SGB_8084
TP20200812-DBC35_DT2009055258-1,0.002850801,SGB_8084
TP20200812-DBC36_DT2009055259-1,0.003207545,SGB_8084
TP20200812-DBC37_DT2009055260-1,0.001577166,SGB_8084
TP20200812-DBC38_DT2009055261-1,0.002098103,SGB_8084
TP20200812-DBC39_DT2009055262-1,0.004148243,SGB_8084
TP20200812-DBC3_DT2009055226-1,0.003661615,SGB_8084
TP20200812-DBC40_DT2009055263-1,0.006523269,SGB_8084
TP20200812-DBC41_DT2009055264-1,0.004268325,SGB_8084
TP20200812-DBC42_DT2009055265-1,0.002877408,SGB_8084
TP20200812-DBC43_DT2009055266-1,0.005446735,SGB_8084
TP20200812-DBC44_DT2009055267-1,0.004195856,SGB_8084
TP20200812-DBC45_DT2009055268-1,0.003361936,SGB_8084
TP20200812-DBC46_DT2009055269-1,0.002135213,SGB_8084
TP20200812-DBC47_DT2009055270-1,0.015998516,SGB_8084
TP20200812-DBC48_DT2009055271-1,0.005707904,SGB_8084
TP20200812-DBC49_DT2009055272-1,0.005298996,SGB_8084
TP20200812-DBC4_DT2009055227-1,0.003210346,SGB_8084
TP20200812-DBC50_DT2009055273-1,0.000550345,SGB_8084
TP20200812-DBC51_DT2009055274-1,0.005105745,SGB_8084
TP20200812-DBC52_DT2009055275-1,0.008217715,SGB_8084
TP20200812-DBC53_DT2009055276-1,0.003047203,SGB_8084
TP20200812-DBC55_DT2009055278-1,0.005166661,SGB_8084
TP20200812-DBC57_DT2009055280-1,0.006591537,SGB_8084
TP20200812-DBC58_DT2009055281-1,0.00409888,SGB_8084
TP20200812-DBC59_DT2009055282-1,0.00884438,SGB_8084
TP20200812-DBC5_DT2009055228-1,0.002170922,SGB_8084
TP20200812-DBC60_DT2009055283-1,0.006112961,SGB_8084
TP20200812-DBC62_DT2009055285-1,0.003044402,SGB_8084
TP20200812-DBC63_DT2009055286-1,0.003614702,SGB_8084
TP20200812-DBC64_DT2009055287-1,0.017400985,SGB_8084
TP20200812-DBC65_DT2009055288-1,0.004459825,SGB_8084
TP20200812-DBC66_DT2009055289-1,0.00390948,SGB_8084
TP20200812-DBC68_DT2009055291-1,0.008658131,SGB_8084
TP20200812-DBC6_DT2009055229-1,0.00345436,SGB_8084
TP20200812-DBC70_DT2009055293-1,0.008897595,SGB_8084
TP20200812-DBC71_DT2009055294-1,0.005044129,SGB_8084
TP20200812-DBC72_DT2009055295-1,0.003930486,SGB_8084
TP20200812-DBC73_DT2009055296-1,0.002291354,SGB_8084
TP20200812-DBC74_DT2009055297-1,0.008604217,SGB_8084
TP20200812-DBC75_DT2009055298-1,0.003472215,SGB_8084
TP20200812-DBC77_DT2009055300-1,0.002916969,SGB_8084
TP20200812-DBC7_DT2009055230-1,0.006058696,SGB_8084
TP20200812-DBC85_DT2009055308-1,0.004778059,SGB_8084
TP20200812-DBC88_DT2009055311-1,0.001331401,SGB_8084
TP20200812-DBC8_DT2009055231-1,0.000973607,SGB_8084
TP20200812-DBC92_DT2009055315-1,0.003016045,SGB_8084
TP20200812-DBC93_DT2009055316-1,0.03525639,SGB_8084
TP20200812-DBC95_DT2009055318-1,0.028014032,SGB_8084
TP20200814-DZC100_DT2009055428-1,0.002698161,SGB_8084
TP20200814-DZC101_DT2009055429-1,0.081528783,SGB_8084
TP20200814-DZC103_DT2009055431-1,0.02891657,SGB_8084
TP20200814-DZC104_DT2009055432-1,0.230089379,SGB_8084
TP20200814-DZC105_DT2009055433-1,0.011105976,SGB_8084
TP20200814-DZC106_DT2009055434-1,0.002886161,SGB_8084
TP20200814-DZC108_DT2009055436-1,0.031907408,SGB_8084
TP20200814-DZC109_DT2009055437-1,0.006971037,SGB_8084
TP20200814-DZC10_DT2009055435-1,0.001982222,SGB_8084
TP20200814-DZC110_DT2009055438-1,0.022217904,SGB_8084
TP20200814-DZC111_DT2009055439-1,0.004302284,SGB_8084
TP20200814-DZC112_DT2009055440-1,0.02451451,SGB_8084
TP20200814-DZC113_DT2009055441-1,0.015260521,SGB_8084
TP20200814-DZC114_DT2009055442-1,0.000501332,SGB_8084
TP20200814-DZC115_DT2009055443-1,0.086420272,SGB_8084
TP20200814-DZC116_DT2009055444-1,0.0318787,SGB_8084
TP20200814-DZC117_DT2009055445-1,0.004882387,SGB_8084
TP20200814-DZC119_DT2009055447-1,0.019630723,SGB_8084
TP20200814-DZC11_DT2009055339-1,0.024871254,SGB_8084
TP20200814-DZC121_DT2009055449-1,0.003013944,SGB_8084
TP20200814-DZC122_DT2009055450-1,0.039073796,SGB_8084
TP20200814-DZC123_DT2009055451-1,0.043126464,SGB_8084
TP20200814-DZC125_DT2009055453-1,0.113021331,SGB_8084
TP20200814-DZC126_DT2009055454-1,0.009289698,SGB_8084
TP20200814-DZC127_DT2009055455-1,0.102514713,SGB_8084
TP20200814-DZC129_DT2009055457-1,0.033915537,SGB_8084
TP20200814-DZC12_DT2009055340-1,0.003173236,SGB_8084
TP20200814-DZC131_DT2009055459-1,0.037694783,SGB_8084
TP20200814-DZC132_DT2009055460-1,0.035532963,SGB_8084
TP20200814-DZC133_DT2009055461-1,0.028607788,SGB_8084
TP20200814-DZC134_DT2009055462-1,0.001171059,SGB_8084
TP20200814-DZC135_DT2009055463-1,0.049034271,SGB_8084
TP20200814-DZC136_DT2009055464-1,0.020781826,SGB_8084
TP20200814-DZC138_DT2009055466-1,0.066213647,SGB_8084
TP20200814-DZC13_DT2009055341-1,0.013004877,SGB_8084
TP20200814-DZC140_DT2009055468-1,0.234974566,SGB_8084
TP20200814-DZC141_DT2009055469-1,0.032840053,SGB_8084
TP20200814-DZC142_DT2009055470-1,0.02800668,SGB_8084
TP20200814-DZC15_DT2009055343-1,0.005739062,SGB_8084
TP20200814-DZC16_DT2009055344-1,0.066538533,SGB_8084
TP20200814-DZC17_DT2009055345-1,0.002368024,SGB_8084
TP20200814-DZC18_DT2009055346-1,0.020908209,SGB_8084
TP20200814-DZC19_DT2009055347-1,0.086737455,SGB_8084
TP20200814-DZC1_DT2009055329-1,0.050545969,SGB_8084
TP20200814-DZC20_DT2009055348-1,0.018173639,SGB_8084
TP20200814-DZC21_DT2009055349-1,0.01529553,SGB_8084
TP20200814-DZC22_DT2009055350-1,0.104454924,SGB_8084
TP20200814-DZC23_DT2009055351-1,0.27020995,SGB_8084
TP20200814-DZC24_DT2009055352-1,0.006219039,SGB_8084
TP20200814-DZC25_DT2009055353-1,0.033362741,SGB_8084
TP20200814-DZC26_DT2009055354-1,0.06884354,SGB_8084
TP20200814-DZC27_DT2009055355-1,0.011125582,SGB_8084
TP20200814-DZC28_DT2009055356-1,0.013596183,SGB_8084
TP20200814-DZC29_DT2009055357-1,0.028354671,SGB_8084
TP20200814-DZC2_DT2009055330-1,0.027054779,SGB_8084
TP20200814-DZC30_DT2009055358-1,0.052747699,SGB_8084
TP20200814-DZC31_DT2009055359-1,0.021180231,SGB_8084
TP20200814-DZC32_DT2009055360-1,0.01715382,SGB_8084
TP20200814-DZC33_DT2009055361-1,0.292899429,SGB_8084
TP20200814-DZC34_DT2009055362-1,0.00865358,SGB_8084
TP20200814-DZC35_DT2009055363-1,0.051474414,SGB_8084
TP20200814-DZC36_DT2009055364-1,0.018029401,SGB_8084
TP20200814-DZC37_DT2009055365-1,0.021157125,SGB_8084
TP20200814-DZC38_DT2009055366-1,0.011930094,SGB_8084
TP20200814-DZC39_DT2009055367-1,0.005813982,SGB_8084
TP20200814-DZC3_DT2009055331-1,0.047839756,SGB_8084
TP20200814-DZC40_DT2009055368-1,0.004838625,SGB_8084
TP20200814-DZC41_DT2009055369-1,0.029530981,SGB_8084
TP20200814-DZC42_DT2009055370-1,0.048056463,SGB_8084
TP20200814-DZC43_DT2009055371-1,0.002728619,SGB_8084
TP20200814-DZC44_DT2009055372-1,0.021807246,SGB_8084
TP20200814-DZC45_DT2009055373-1,0.315774106,SGB_8084
TP20200814-DZC46_DT2009055374-1,0.002765029,SGB_8084
TP20200814-DZC47_DT2009055375-1,0.119099983,SGB_8084
TP20200814-DZC48_DT2009055376-1,0.011165842,SGB_8084
TP20200814-DZC49_DT2009055377-1,0.087999538,SGB_8084
TP20200814-DZC4_DT2009055332-1,0.02421308,SGB_8084
TP20200814-DZC50_DT2009055378-1,0.017788537,SGB_8084
TP20200814-DZC51_DT2009055379-1,0.03168895,SGB_8084
TP20200814-DZC52_DT2009055380-1,0.069554578,SGB_8084
TP20200814-DZC53_DT2009055381-1,0.00504763,SGB_8084
TP20200814-DZC54_DT2009055382-1,0.08785705,SGB_8084
TP20200814-DZC55_DT2009055383-1,0.014120271,SGB_8084
TP20200814-DZC56_DT2009055384-1,0.003811104,SGB_8084
TP20200814-DZC57_DT2009055385-1,0.033639314,SGB_8084
TP20200814-DZC58_DT2009055386-1,0.004473479,SGB_8084
TP20200814-DZC59_DT2009055387-1,0.013352518,SGB_8084
TP20200814-DZC5_DT2009055333-1,0.108294736,SGB_8084
TP20200814-DZC60_DT2009055388-1,0.006521168,SGB_8084
TP20200814-DZC61_DT2009055389-1,0.186665336,SGB_8084
TP20200814-DZC62_DT2009055390-1,0.003344781,SGB_8084
TP20200814-DZC63_DT2009055391-1,0.042848491,SGB_8084
TP20200814-DZC64_DT2009055392-1,0.011979807,SGB_8084
TP20200814-DZC65_DT2009055393-1,0.000107478,SGB_8084
TP20200814-DZC66_DT2009055394-1,0.058927527,SGB_8084
TP20200814-DZC67_DT2009055395-1,0.018787,SGB_8084
TP20200814-DZC68_DT2009055396-1,0.00197452,SGB_8084
TP20200814-DZC70_DT2009055398-1,0.011565297,SGB_8084
TP20200814-DZC72_DT2009055400-1,0.031995281,SGB_8084
TP20200814-DZC73_DT2009055401-1,0.028164921,SGB_8084
TP20200814-DZC74_DT2009055402-1,0.002735621,SGB_8084
TP20200814-DZC75_DT2009055403-1,0.008080479,SGB_8084
TP20200814-DZC76_DT2009055404-1,0.00827233,SGB_8084
TP20200814-DZC77_DT2009055405-1,0.03684861,SGB_8084
TP20200814-DZC78_DT2009055406-1,0.120070439,SGB_8084
TP20200814-DZC79_DT2009055407-1,0.031904957,SGB_8084
TP20200814-DZC7_DT2009055335-1,0.043615193,SGB_8084
TP20200814-DZC80_DT2009055408-1,0.001360108,SGB_8084
TP20200814-DZC81_DT2009055409-1,0.151495769,SGB_8084
TP20200814-DZC83_DT2009055411-1,0.057940267,SGB_8084
TP20200814-DZC84_DT2009055412-1,0.010124318,SGB_8084
TP20200814-DZC85_DT2009055413-1,0.004164697,SGB_8084
TP20200814-DZC86_DT2009055414-1,0.036028694,SGB_8084
TP20200814-DZC87_DT2009055415-1,0.030354048,SGB_8084
TP20200814-DZC88_DT2009055416-1,0.003260409,SGB_8084
TP20200814-DZC89_DT2009055417-1,0.056842028,SGB_8084
