SGB,Freq,Host,Type
T1900044715_TS20190181_bin.148,0.748878924,Tibetan sheep,Gain
T1900044745_TS20190211_bin.337,0.677130045,Tibetan sheep,Gain
TP20200814-DZC16_DT2009055344-1_bin.70,0.914798206,Tibetan sheep,Gain
T1900044727_TS20190193_bin.95,0.68161435,Tibetan sheep,Gain
TP20200815-DZC60_DT2009055530-1_bin.291,0.834080717,Tibetan sheep,Gain
T1900044926_TS20190392_bin.4,0.587443946,Tibetan sheep,Gain
TP20200814-DZC27_DT2009055355-1_bin.284,0.701793722,Tibetan sheep,Gain
T1900044642_TS20190108_bin.284,0.522421525,Tibetan sheep,Gain
T1900044802_TS20190268_bin.2,0.538116592,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.211,0.695067265,Tibetan sheep,Gain
TP20200814-DZC24_DT2009055352-1_bin.138,0.892376682,Tibetan sheep,Gain
T1900044657_TS20190123_bin.455,0.616591928,Tibetan sheep,Gain
T1900044744_TS20190210_bin.33,0.928251121,Tibetan sheep,Gain
T1900044648_TS20190114_bin.148,0.733183857,Tibetan sheep,Gain
T1900044856_TS20190322_bin.212,0.746636771,Tibetan sheep,Gain
T1900044762_TS20190228_bin.114,0.807174888,Tibetan sheep,Gain
T1900044630_TS20190096_bin.39,0.894618834,Tibetan sheep,Gain
TP20200815-DZC68_DT2009055538-1_bin.136,0.67264574,Tibetan sheep,Gain
T1900044545_TS20190011_bin.453,0.860986547,Tibetan sheep,Gain
TP20200825-WDL25_DT2009055596-1_bin.387,0.795964126,Tibetan sheep,Gain
T1900044933_TS20190399_bin.186,0.560538117,Tibetan sheep,Gain
T1900044782_TS20190248_bin.104,0.764573991,Tibetan sheep,Gain
TP20200814-DZC78_DT2009055406-1_bin.111,0.542600897,Tibetan sheep,Gain
T1900044822_TS20190288_bin.110,0.710762332,Tibetan sheep,Gain
TP20200825-WDL13_DT2009055594-1_bin.24,0.65470852,Tibetan sheep,Gain
T1900044629_TS20190095_bin.395,0.573991031,Tibetan sheep,Gain
TP20200824-WDL81_DT2009055590-1_bin.13,0.739910314,Tibetan sheep,Gain
T1900044793_TS20190259_bin.171,0.627802691,Tibetan sheep,Gain
TP20200814-DZC34_DT2009055362-1_bin.322,0.872197309,Tibetan sheep,Gain
T1900044588_TS20190054_bin.164,0.697309417,Tibetan sheep,Gain
T1900044647_TS20190113_bin.76,0.625560538,Tibetan sheep,Gain
T1900044842_TS20190308_bin.166,0.80941704,Tibetan sheep,Gain
TP20200825-WDL25_DT2009055596-1_bin.256,0.724215247,Tibetan sheep,Gain
TP20200825-WDL25_DT2009055596-1_bin.250,0.625560538,Tibetan sheep,Gain
TP20200814-DZC9_DT2009055337-1_bin.103,0.791479821,Tibetan sheep,Gain
T1900044822_TS20190288_bin.9,0.872197309,Tibetan sheep,Gain
T1900044727_TS20190193_bin.220,0.556053812,Tibetan sheep,Gain
T1900044851_TS20190317_bin.261,0.603139013,Tibetan sheep,Gain
T1900044749_TS20190415_bin.421,0.511210762,Tibetan sheep,Gain
TP20200814-DZC9_DT2009055337-1_bin.204,0.721973094,Tibetan sheep,Gain
TP20200825-WDL31_DT2009055597-1_bin.33,0.795964126,Tibetan sheep,Gain
T1900044748_TS20190414_bin.377,0.52690583,Tibetan sheep,Gain
T1900044752_TS20190418_bin.230,0.576233184,Tibetan sheep,Gain
T1900044669_TS20190135_bin.216,0.670403587,Tibetan sheep,Gain
TP20200814-DZC88_DT2009055416-1_bin.460,0.946188341,Tibetan sheep,Gain
T1900044637_TS20190103_bin.187,0.908071749,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.358,0.726457399,Tibetan sheep,Gain
T2001009366_TS20190220_bin.194,0.941704036,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.73,0.950672646,Tibetan sheep,Gain
T1900045675_YK20190369_bin.50,0.535874439,Tibetan sheep,Gain
TP20200814-DZC50_DT2009055378-1_bin.200,0.840807175,Tibetan sheep,Gain
T1900044780_TS20190246_bin.378,0.580717489,Tibetan sheep,Gain
T1900044659_TS20190125_bin.125,0.710762332,Tibetan sheep,Gain
TP20200814-DZC20_DT2009055348-1_bin.209,0.67264574,Tibetan sheep,Gain
T1900044713_TS20190179_bin.36,0.582959641,Tibetan sheep,Gain
T1900044780_TS20190246_bin.413,0.542600897,Tibetan sheep,Gain
TP20200814-DZC89_DT2009055417-1_bin.147,0.668161435,Tibetan sheep,Gain
T1900044637_TS20190103_bin.97,0.807174888,Tibetan sheep,Gain
T1900044859_TS20190325_bin.197,0.82735426,Tibetan sheep,Gain
T1900044771_TS20190237_bin.188,0.652466368,Tibetan sheep,Gain
T1900044581_TS20190047_bin.313,0.522421525,Tibetan sheep,Gain
TP20200815-DZC77_DT2009055547-1_bin.65,0.726457399,Tibetan sheep,Gain
T1900044572_TS20190038_bin.6,0.659192825,Tibetan sheep,Gain
T1900044567_TS20190033_bin.291,0.80941704,Tibetan sheep,Gain
T1900044930_TS20190396_bin.49,0.612107623,Tibetan sheep,Gain
T1900044765_TS20190231_bin.227,0.872197309,Tibetan sheep,Gain
TP20200814-DZC88_DT2009055416-1_bin.470,0.901345291,Tibetan sheep,Gain
T1900044577_TS20190043_bin.45,0.65470852,Tibetan sheep,Gain
T1900044629_TS20190095_bin.143,0.943946188,Tibetan sheep,Gain
T1900044760_TS20190226_bin.237,0.524663677,Tibetan sheep,Gain
T1900044770_TS20190236_bin.64,0.549327354,Tibetan sheep,Gain
T1900044868_TS20190334_bin.153,0.567264574,Tibetan sheep,Gain
T1900044745_TS20190211_bin.74,0.65470852,Tibetan sheep,Gain
T1900044713_TS20190179_bin.330,0.726457399,Tibetan sheep,Gain
TP20200815-DZC74_DT2009055544-1_bin.110,0.881165919,Tibetan sheep,Gain
TP20200815-DZC20_DT2009055490-1_bin.233,0.565022422,Tibetan sheep,Gain
T2001009368_TS-100_bin.483,0.728699552,Tibetan sheep,Gain
T1900044859_TS20190325_bin.72,0.798206278,Tibetan sheep,Gain
T1900044873_TS20190339_bin.115,0.679372197,Tibetan sheep,Gain
TP20200814-DZC33_DT2009055361-1_bin.135,0.80044843,Tibetan sheep,Gain
TP20200814-DZC68_DT2009055396-1_bin.211,0.715246637,Tibetan sheep,Gain
T1900044638_TS20190104_bin.331,0.813901345,Tibetan sheep,Gain
T1900044899_TS20190365_bin.284,0.69955157,Tibetan sheep,Gain
TP20200815-DZC78_DT2009055548-1_bin.175,0.594170404,Tibetan sheep,Gain
T2001009368_TS-100_bin.168,0.899103139,Tibetan sheep,Gain
TP20200815-DZC5_DT2009055475-1_bin.20,0.755605381,Tibetan sheep,Gain
T1900044890_TS20190356_bin.247,0.612107623,Tibetan sheep,Gain
T1900044916_TS20190382_bin.323,0.802690583,Tibetan sheep,Gain
T1900044759_TS20190225_bin.299,0.600896861,Tibetan sheep,Gain
T1900044553_TS20190019_bin.87,0.665919283,Tibetan sheep,Gain
T1900044849_TS20190315_bin.213,0.659192825,Tibetan sheep,Gain
TP20200814-DZC119_DT2009055447-1_bin.19,0.553811659,Tibetan sheep,Gain
TP20200825-WDL31_DT2009055597-1_bin.218,0.843049327,Tibetan sheep,Gain
T1900044630_TS20190096_bin.155,0.64573991,Tibetan sheep,Gain
T1900045317_YK20190006_bin.325,0.798206278,Tibetan sheep,Gain
TP20200814-DZC101_DT2009055429-1_bin.180,0.746636771,Tibetan sheep,Gain
T1900044868_TS20190334_bin.377,0.641255605,Tibetan sheep,Gain
T1900044652_TS20190118_bin.236,0.795964126,Tibetan sheep,Gain
TP20200814-DZC50_DT2009055378-1_bin.302,0.784753363,Tibetan sheep,Gain
T2001009368_TS-100_bin.36,0.811659193,Tibetan sheep,Gain
T1900044542_TS20190008_bin.210,0.656950673,Tibetan sheep,Gain
T1900044749_TS20190415_bin.505,0.587443946,Tibetan sheep,Gain
T1900045317_YK20190006_bin.353,0.751121076,Tibetan sheep,Gain
TP20200814-DZC59_DT2009055387-1_bin.40,0.623318386,Tibetan sheep,Gain
T1900044779_TS20190245_bin.25,0.748878924,Tibetan sheep,Gain
TP20200815-DZC58_DT2009055528-1_bin.244,0.928251121,Tibetan sheep,Gain
T1900044633_TS20190099_bin.322,0.764573991,Tibetan sheep,Gain
TP20200814-DZC18_DT2009055346-1_bin.222,0.558295964,Tibetan sheep,Gain
T1900044694_TS20190160_bin.35,0.50896861,Tibetan sheep,Gain
TP20200814-DZC119_DT2009055447-1_bin.47,0.728699552,Tibetan sheep,Gain
T1900044645_TS20190111_bin.240,0.569506726,Tibetan sheep,Gain
T1900044796_TS20190262_bin.193,0.600896861,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.113,0.789237668,Tibetan sheep,Gain
T1900044627_TS20190093_bin.176,0.751121076,Tibetan sheep,Gain
TP20200814-DZC34_DT2009055362-1_bin.125,0.926008969,Tibetan sheep,Gain
TP20200814-DZC55_DT2009055383-1_bin.5,0.757847534,Tibetan sheep,Gain
T1900044846_TS20190312_bin.41,0.688340807,Tibetan sheep,Gain
T1900044555_TS20190021_bin.280,0.847533632,Tibetan sheep,Gain
TP20200814-DZC99_DT2009055427-1_bin.130,0.679372197,Tibetan sheep,Gain
T1900044636_TS20190102_bin.233,0.735426009,Tibetan sheep,Gain
T1900044743_TS20190209_bin.457,0.773542601,Tibetan sheep,Gain
T1900044783_TS20190249_bin.172,0.825112108,Tibetan sheep,Gain
T2001009366_TS20190220_bin.191,0.710762332,Tibetan sheep,Gain
T1900045474_YK20190167_bin.163,0.748878924,Tibetan sheep,Gain
T1900044665_TS20190131_bin.50,0.650224215,Tibetan sheep,Gain
T1900044642_TS20190108_bin.382,0.717488789,Tibetan sheep,Gain
T1900044714_TS20190180_bin.271,0.600896861,Tibetan sheep,Gain
TP20200814-DZC44_DT2009055372-1_bin.123,0.993273543,Tibetan sheep,Gain
T1900044637_TS20190103_bin.224,0.786995516,Tibetan sheep,Gain
T1900044859_TS20190325_bin.13,0.544843049,Tibetan sheep,Gain
TP20200814-DZC67_DT2009055395-1_bin.321,0.769058296,Tibetan sheep,Gain
T1900044569_TS20190035_bin.121,0.50896861,Tibetan sheep,Gain
T1900044822_TS20190288_bin.147,0.639013453,Tibetan sheep,Gain
T1900044845_TS20190311_bin.24,0.735426009,Tibetan sheep,Gain
T1900044778_TS20190244_bin.503,0.766816143,Tibetan sheep,Gain
T1900044621_TS20190087_bin.213,0.625560538,Tibetan sheep,Gain
T2001009366_TS20190220_bin.321,0.986547085,Tibetan sheep,Gain
T1900044749_TS20190415_bin.381,0.668161435,Tibetan sheep,Gain
TP20200814-DZC33_DT2009055361-1_bin.167,0.589686099,Tibetan sheep,Gain
TP20200824-WDL49_DT2009055571-1_bin.91,0.594170404,Tibetan sheep,Gain
TP20200814-DZC41_DT2009055369-1_bin.269,0.988789238,Tibetan sheep,Gain
TP20200815-DZC9_DT2009055479-1_bin.364,0.607623318,Tibetan sheep,Gain
T1900044546_TS20190012_bin.243,0.549327354,Tibetan sheep,Gain
T1900044573_TS20190039_bin.320,0.569506726,Tibetan sheep,Gain
TP20200814-DZC44_DT2009055372-1_bin.259,0.82735426,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.146,0.820627803,Tibetan sheep,Gain
TP20200815-DZC58_DT2009055528-1_bin.86,0.840807175,Tibetan sheep,Gain
TP20200814-DZC85_DT2009055413-1_bin.328,0.84529148,Tibetan sheep,Gain
TP20200814-DZC65_DT2009055393-1_bin.180,0.957399103,Tibetan sheep,Gain
TP20200815-DZC71_DT2009055541-1_bin.133,0.67264574,Tibetan sheep,Gain
T1900044669_TS20190135_bin.45,0.573991031,Tibetan sheep,Gain
T1900044597_TS20190063_bin.99,0.81838565,Tibetan sheep,Gain
T1900044740_TS20190206_bin.125,0.553811659,Tibetan sheep,Gain
T1900045443_YK20190134_bin.62,0.68161435,Tibetan sheep,Gain
T1900044751_TS20190417_bin.185,0.582959641,Tibetan sheep,Gain
T1900044709_TS20190175_bin.227,0.535874439,Tibetan sheep,Gain
TP20200815-DZC47_DT2009055517-1_bin.373,0.513452915,Tibetan sheep,Gain
T1900044616_TS20190082_bin.201,0.6367713,Tibetan sheep,Gain
TP20200814-DZC78_DT2009055406-1_bin.139,0.789237668,Tibetan sheep,Gain
T1900044868_TS20190334_bin.135,0.755605381,Tibetan sheep,Gain
TP20200815-DZC58_DT2009055528-1_bin.462,0.919282511,Tibetan sheep,Gain
T1900044580_TS20190046_bin.84,0.627802691,Tibetan sheep,Gain
TP20200812-DBC33_DT2009055256-1_bin.118,0.616591928,Tibetan sheep,Gain
T1900044552_TS20190018_bin.148,0.822869955,Tibetan sheep,Gain
T1900044616_TS20190082_bin.130,0.558295964,Tibetan sheep,Gain
T1900044889_TS20190355_bin.139,0.67264574,Tibetan sheep,Gain
T1900044555_TS20190021_bin.306,0.934977578,Tibetan sheep,Gain
TP20200814-DZC25_DT2009055353-1_bin.30,0.791479821,Tibetan sheep,Gain
TP20200814-DZC85_DT2009055413-1_bin.51,0.753363229,Tibetan sheep,Gain
T1900044632_TS20190098_bin.353,0.733183857,Tibetan sheep,Gain
TP20200815-DZC60_DT2009055530-1_bin.11,0.757847534,Tibetan sheep,Gain
T1900044935_TS20190401_bin.115,0.697309417,Tibetan sheep,Gain
TP20200814-DZC104_DT2009055432-1_bin.37,0.549327354,Tibetan sheep,Gain
T1900044762_TS20190228_bin.302,0.710762332,Tibetan sheep,Gain
TP20200814-DZC15_DT2009055343-1_bin.242,0.582959641,Tibetan sheep,Gain
T1900044641_TS20190107_bin.92,0.721973094,Tibetan sheep,Gain
T1900044913_TS20190379_bin.11,0.813901345,Tibetan sheep,Gain
T1900044741_TS20190207_bin.422,0.535874439,Tibetan sheep,Gain
T1900044794_TS20190260_bin.77,0.683856502,Tibetan sheep,Gain
T1900044644_TS20190110_bin.24,0.659192825,Tibetan sheep,Gain
TP20200815-DZC46_DT2009055516-1_bin.238,0.585201794,Tibetan sheep,Gain
T1900044638_TS20190104_bin.104,0.627802691,Tibetan sheep,Gain
T1900044855_TS20190321_bin.128,0.674887892,Tibetan sheep,Gain
TP20200812-DBC64_DT2009055287-1_bin.285,0.894618834,Tibetan sheep,Gain
T1900044629_TS20190095_bin.372,0.941704036,Tibetan sheep,Gain
T1900044865_TS20190331_bin.112,0.773542601,Tibetan sheep,Gain
T1900044546_TS20190012_bin.38,0.5,Tibetan sheep,Gain
T1900044817_TS20190283_bin.190,0.540358744,Tibetan sheep,Gain
T2001009367_TS20190221_bin.121,0.775784753,Tibetan sheep,Gain
T1900044741_TS20190207_bin.90,0.502242152,Tibetan sheep,Gain
T1900044899_TS20190365_bin.210,0.659192825,Tibetan sheep,Gain
T1900044779_TS20190245_bin.99,0.522421525,Tibetan sheep,Gain
T1900044557_TS20190023_bin.205,0.614349776,Tibetan sheep,Gain
T1900044627_TS20190093_bin.303,0.529147982,Tibetan sheep,Gain
T1900044574_TS20190040_bin.160,0.571748879,Tibetan sheep,Gain
T1900044848_TS20190314_bin.248,0.778026906,Tibetan sheep,Gain
T1900044788_TS20190254_bin.82,0.670403587,Tibetan sheep,Gain
TP20200814-DZC17_DT2009055345-1_bin.76,0.753363229,Tibetan sheep,Gain
T1900044614_TS20190080_bin.140,0.726457399,Tibetan sheep,Gain
T1900044868_TS20190334_bin.209,0.733183857,Tibetan sheep,Gain
T1900044782_TS20190248_bin.39,0.769058296,Tibetan sheep,Gain
TP20200814-DZC61_DT2009055389-1_bin.40,0.547085202,Tibetan sheep,Gain
T1900044714_TS20190180_bin.37,0.585201794,Tibetan sheep,Gain
TP20200815-DZC51_DT2009055521-1_bin.448,0.856502242,Tibetan sheep,Gain
TP20200815-DZC70_DT2009055540-1_bin.22,0.683856502,Tibetan sheep,Gain
T1900044924_TS20190390_bin.83,0.605381166,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.256,0.641255605,Tibetan sheep,Gain
T1900044582_TS20190048_bin.173,0.504484305,Tibetan sheep,Gain
TP20200815-DZC49_DT2009055519-1_bin.156,0.64573991,Tibetan sheep,Gain
TP20200814-DZC135_DT2009055463-1_bin.18,0.560538117,Tibetan sheep,Gain
T1900044633_TS20190099_bin.38,0.594170404,Tibetan sheep,Gain
T1900044768_TS20190234_bin.44,0.551569507,Tibetan sheep,Gain
T1900044894_TS20190360_bin.186,0.618834081,Tibetan sheep,Gain
T1900044861_TS20190327_bin.179,0.641255605,Tibetan sheep,Gain
TP20200814-DZC28_DT2009055356-1_bin.217,0.674887892,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.5,0.560538117,Tibetan sheep,Gain
TP20200812-DBC26_DT2009055249-1_bin.56,0.502242152,Tibetan sheep,Gain
T1900044899_TS20190365_bin.233,0.556053812,Tibetan sheep,Gain
TP20200815-DZC5_DT2009055475-1_bin.57,0.843049327,Tibetan sheep,Gain
TP20200814-DZC9_DT2009055337-1_bin.202,0.580717489,Tibetan sheep,Gain
T1900044633_TS20190099_bin.18,0.899103139,Tibetan sheep,Gain
T1900044557_TS20190023_bin.340,0.632286996,Tibetan sheep,Gain
T1900044643_TS20190109_bin.111,0.686098655,Tibetan sheep,Gain
T1900044731_TS20190197_bin.10,0.793721973,Tibetan sheep,Gain
TP20200825-WDL49_DT2009055602-1_bin.104,0.748878924,Tibetan sheep,Gain
T1900044645_TS20190111_bin.286,0.677130045,Tibetan sheep,Gain
T1900044647_TS20190113_bin.146,0.594170404,Tibetan sheep,Gain
TP20200815-DZC31_DT2009055501-1_bin.7,0.643497758,Tibetan sheep,Gain
TP20200815-DZC8_DT2009055478-1_bin.451,0.807174888,Tibetan sheep,Gain
T1900044629_TS20190095_bin.95,0.625560538,Tibetan sheep,Gain
T1900044802_TS20190268_bin.244,0.571748879,Tibetan sheep,Gain
TP20200814-DZC110_DT2009055438-1_bin.437,0.919282511,Tibetan sheep,Gain
T1900044645_TS20190111_bin.40,0.598654709,Tibetan sheep,Gain
TP20200814-DZC4_DT2009055332-1_bin.80,0.793721973,Tibetan sheep,Gain
TP20200814-DZC141_DT2009055469-1_bin.88,0.6367713,Tibetan sheep,Gain
T1900044861_TS20190327_bin.65,0.771300448,Tibetan sheep,Gain
T1900044851_TS20190317_bin.394,0.695067265,Tibetan sheep,Gain
T1900044578_TS20190044_bin.390,0.52690583,Tibetan sheep,Gain
T1900044930_TS20190396_bin.274,0.762331839,Tibetan sheep,Gain
TP20200814-DZC1_DT2009055329-1_bin.207,0.513452915,Tibetan sheep,Gain
T1900044928_TS20190394_bin.305,0.68161435,Tibetan sheep,Gain
T1900044782_TS20190248_bin.356,0.878923767,Tibetan sheep,Gain
TP20200814-DZC28_DT2009055356-1_bin.193,0.585201794,Tibetan sheep,Gain
T1900044680_TS20190146_bin.248,0.708520179,Tibetan sheep,Gain
T1900044938_TS20190404_bin.64,0.511210762,Tibetan sheep,Gain
T1900044752_TS20190418_bin.168,0.65470852,Tibetan sheep,Gain
TP20200824-WDL79_DT2009055588-1_bin.244,0.607623318,Tibetan sheep,Gain
TP20200824-WDL72_DT2009055581-1_bin.274,0.565022422,Tibetan sheep,Gain
T1900044574_TS20190040_bin.55,0.66367713,Tibetan sheep,Gain
T1900044850_TS20190316_bin.141,0.515695067,Tibetan sheep,Gain
T1900044548_TS20190014_bin.73,0.562780269,Tibetan sheep,Gain
TP20200815-DZC14_DT2009055484-1_bin.65,0.688340807,Tibetan sheep,Gain
T2001009361_TS20190215_bin.160,0.782511211,Tibetan sheep,Gain
T1900044623_TS20190089_bin.205,0.858744395,Tibetan sheep,Gain
T1900044630_TS20190096_bin.104,0.50896861,Tibetan sheep,Gain
T1900044705_TS20190171_bin.185,0.587443946,Tibetan sheep,Gain
T2001009361_TS20190215_bin.282,0.630044843,Tibetan sheep,Gain
T1900044749_TS20190415_bin.494,0.697309417,Tibetan sheep,Gain
T1900044691_TS20190157_bin.109,0.766816143,Tibetan sheep,Gain
T1900044629_TS20190095_bin.200,0.865470852,Tibetan sheep,Gain
T1900044845_TS20190311_bin.152,0.735426009,Tibetan sheep,Gain
T1900044715_TS20190181_bin.157,0.524663677,Tibetan sheep,Gain
T2001009361_TS20190215_bin.126,0.569506726,Tibetan sheep,Gain
T1900044728_TS20190194_bin.311,0.717488789,Tibetan sheep,Gain
TP20200815-DZC49_DT2009055519-1_bin.69,0.515695067,Tibetan sheep,Gain
T1900044538_TS20190004_bin.135,0.930493274,Tibetan sheep,Gain
T1900044535_TS20190001_bin.205,0.515695067,Tibetan sheep,Gain
T1900044806_TS20190272_bin.105,0.742152466,Tibetan sheep,Gain
T1900044709_TS20190175_bin.164,0.535874439,Tibetan sheep,Gain
T1900044879_TS20190345_bin.15,0.80044843,Tibetan sheep,Gain
T1900044817_TS20190283_bin.59,0.535874439,Tibetan sheep,Gain
T1900044552_TS20190018_bin.235,0.5,Tibetan sheep,Gain
TP20200814-DZC31_DT2009055359-1_bin.30,0.612107623,Tibetan sheep,Gain
TP20200814-DZC119_DT2009055447-1_bin.206,0.547085202,Tibetan sheep,Gain
T1900044750_TS20190416_bin.39,0.715246637,Tibetan sheep,Gain
TP20200814-DZC65_DT2009055393-1_bin.58,0.717488789,Tibetan sheep,Gain
T2001009366_TS20190220_bin.79,0.789237668,Tibetan sheep,Gain
T1900044644_TS20190110_bin.7,0.753363229,Tibetan sheep,Gain
T1900044715_TS20190181_bin.129,0.50896861,Tibetan sheep,Gain
T1900044663_TS20190129_bin.136,0.560538117,Tibetan sheep,Gain
T1900044623_TS20190089_bin.158,0.748878924,Tibetan sheep,Gain
TP20200814-DZC23_DT2009055351-1_bin.91,0.905829596,Tibetan sheep,Gain
TP20200814-DZC121_DT2009055449-1_bin.190,0.948430493,Tibetan sheep,Gain
T1900044625_TS20190091_bin.214,0.860986547,Tibetan sheep,Gain
TP20200814-DZC74_DT2009055402-1_bin.222,0.576233184,Tibetan sheep,Gain
T1900044655_TS20190121_bin.205,0.896860987,Tibetan sheep,Gain
T1900044630_TS20190096_bin.261,0.591928251,Tibetan sheep,Gain
T1900044629_TS20190095_bin.163,0.769058296,Tibetan sheep,Gain
T2001009365_TS20190219_bin.376,0.558295964,Tibetan sheep,Gain
T1900044722_TS20190188_bin.123,0.562780269,Tibetan sheep,Gain
TP20200814-DZC44_DT2009055372-1_bin.95,0.634529148,Tibetan sheep,Gain
TP20200814-DZC55_DT2009055383-1_bin.28,0.502242152,Tibetan sheep,Gain
TP20200814-DZC5_DT2009055333-1_bin.138,0.50896861,Tibetan sheep,Gain
T2001009362_TS20190216_bin.119,0.502242152,Tibetan sheep,Gain
T1900044674_TS20190140_bin.229,0.733183857,Tibetan sheep,Gain
T1900044540_TS20190006_bin.223,0.917040359,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.321,0.544843049,Tibetan sheep,Gain
TP20200814-DZC7_DT2009055335-1_bin.182,0.625560538,Tibetan sheep,Gain
T1900044850_TS20190316_bin.384,0.524663677,Tibetan sheep,Gain
TP20200815-DZC30_DT2009055500-1_bin.126,0.668161435,Tibetan sheep,Gain
TP20200815-DZC24_DT2009055494-1_bin.49,0.542600897,Tibetan sheep,Gain
T1900044630_TS20190096_bin.17,0.762331839,Tibetan sheep,Gain
TP20200814-DZC92_DT2009055420-1_bin.353,0.829596413,Tibetan sheep,Gain
T1900044543_TS20190009_bin.143,0.746636771,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.197,0.928251121,Tibetan sheep,Gain
T1900044659_TS20190125_bin.341,0.652466368,Tibetan sheep,Gain
T2001009365_TS20190219_bin.407,0.668161435,Tibetan sheep,Gain
T1900044537_TS20190003_bin.403,0.83632287,Tibetan sheep,Gain
T1900044864_TS20190330_bin.22,0.679372197,Tibetan sheep,Gain
TP20200815-DZC58_DT2009055528-1_bin.455,0.780269058,Tibetan sheep,Gain
TP20200825-WDL25_DT2009055596-1_bin.280,0.730941704,Tibetan sheep,Gain
TP20200812-DBC7_DT2009055230-1_bin.182,0.618834081,Tibetan sheep,Gain
T1900044890_TS20190356_bin.112,0.504484305,Tibetan sheep,Gain
T1900044777_TS20190243_bin.66,0.83632287,Tibetan sheep,Gain
TP20200814-DZC138_DT2009055466-1_bin.30,0.838565022,Tibetan sheep,Gain
TP20200815-DZC8_DT2009055478-1_bin.130,0.504484305,Tibetan sheep,Gain
T1900044659_TS20190125_bin.145,0.589686099,Tibetan sheep,Gain
T1900044584_TS20190050_bin.164,0.883408072,Tibetan sheep,Gain
T1900044845_TS20190311_bin.178,0.775784753,Tibetan sheep,Gain
T1900044573_TS20190039_bin.134,0.569506726,Tibetan sheep,Gain
TP20200815-DZC38_DT2009055508-1_bin.204,0.755605381,Tibetan sheep,Gain
T1900044553_TS20190019_bin.213,0.52690583,Tibetan sheep,Gain
T1900044699_TS20190165_bin.142,0.627802691,Tibetan sheep,Gain
T1900044755_TS20190421_bin.325,0.553811659,Tibetan sheep,Gain
T1900045161_TC20190155_bin.203,0.623318386,Tibetan sheep,Gain
TP20200814-DZC140_DT2009055468-1_bin.62,0.878923767,Tibetan sheep,Gain
T1900044625_TS20190091_bin.31,0.715246637,Tibetan sheep,Gain
TP20200814-DZC31_DT2009055359-1_bin.102,0.650224215,Tibetan sheep,Gain
T1900044570_TS20190036_bin.245,0.51793722,Tibetan sheep,Gain
T1900044810_TS20190276_bin.184,0.558295964,Tibetan sheep,Gain
T1900044889_TS20190355_bin.274,0.957399103,Tibetan sheep,Gain
TP20200814-DZC74_DT2009055402-1_bin.118,0.542600897,Tibetan sheep,Gain
T1900045714_YK20190408_bin.499,0.795964126,Tibetan sheep,Gain
T1900044659_TS20190125_bin.206,0.616591928,Tibetan sheep,Gain
T1900044646_TS20190112_bin.189,0.80941704,Tibetan sheep,Gain
TP20200815-DZC46_DT2009055516-1_bin.156,0.674887892,Tibetan sheep,Gain
