SGB,Freq,Host,Type
T1900045246_TH20190016_bin.513,0.683544304,Tibetan horse,Common
T1900044951_TA20190004_bin.400,0.962025316,Tibetan horse,Common
T1900044992_TA20190054_bin.79,0.898734177,Tibetan horse,Common
T1900045243_TH20190013_bin.403,0.949367089,Tibetan horse,Common
T1900044980_TA20190042_bin.436,0.911392405,Tibetan horse,Common
T1900045287_TH20190057_bin.126,0.721518987,Tibetan horse,Common
T1900044991_TA20190053_bin.90,0.848101266,Tibetan horse,Common
T1900045293_TH20190063_bin.64,0.746835443,Tibetan horse,Common
T1900045005_TA20190067_bin.238,0.810126582,Tibetan horse,Common
T1900044968_TA20190030_bin.63,0.772151899,Tibetan horse,Common
T1900045247_TH20190017_bin.92,0.924050633,Tibetan horse,Common
T1900044999_TA20190061_bin.45,0.962025316,Tibetan horse,Common
T1900045293_TH20190063_bin.313,0.64556962,Tibetan horse,Common
T1900044980_TA20190042_bin.310,0.974683544,Tibetan horse,Common
T1900044948_TA20190001_bin.86,0.898734177,Tibetan horse,Common
T1900044992_TA20190054_bin.33,0.835443038,Tibetan horse,Common
T1900044999_TA20190061_bin.338,0.734177215,Tibetan horse,Common
T1900045243_TH20190013_bin.25,0.911392405,Tibetan horse,Common
T1900045242_TH20190012_bin.102,0.974683544,Tibetan horse,Common
T1900044968_TA20190030_bin.32,0.898734177,Tibetan horse,Common
T1900045243_TH20190013_bin.14,0.936708861,Tibetan horse,Common
T1900045005_TA20190067_bin.23,0.848101266,Tibetan horse,Common
T1900045000_TA20190062_bin.206,0.936708861,Tibetan horse,Common
T1900044991_TA20190053_bin.33,0.962025316,Tibetan horse,Common
T1900044950_TA20190003_bin.134,0.949367089,Tibetan horse,Common
T1900045249_TH20190019_bin.357,0.911392405,Tibetan horse,Common
T1900044950_TA20190003_bin.343,0.962025316,Tibetan horse,Common
T1900044986_TA20190048_bin.231,0.962025316,Tibetan horse,Common
T1900044991_TA20190053_bin.239,0.936708861,Tibetan horse,Common
T1900045236_TH20190006_bin.7,0.772151899,Tibetan horse,Common
T1900044962_TA20190024_bin.224,0.873417722,Tibetan horse,Common
T1900045277_TH20190047_bin.261,0.594936709,Tibetan horse,Common
T1900045293_TH20190063_bin.143,0.974683544,Tibetan horse,Common
T1900045249_TH20190019_bin.135,0.556962025,Tibetan horse,Common
T1900044950_TA20190003_bin.248,0.873417722,Tibetan horse,Common
T1900044962_TA20190024_bin.67,0.683544304,Tibetan horse,Common
T1900045280_TH20190050_bin.193,0.632911392,Tibetan horse,Common
T1900044994_TA20190056_bin.89,0.797468354,Tibetan horse,Common
T1900045242_TH20190012_bin.202,0.518987342,Tibetan horse,Common
T1900044951_TA20190004_bin.122,0.544303797,Tibetan horse,Common
T1900045241_TH20190011_bin.6,0.721518987,Tibetan horse,Common
T1900045267_TH20190037_bin.1,0.936708861,Tibetan horse,Common
T1900045005_TA20190067_bin.188,0.873417722,Tibetan horse,Common
T1900044952_TA20190005_bin.200,0.860759494,Tibetan horse,Common
T1900045248_TH20190018_bin.535,0.974683544,Tibetan horse,Common
T1900045263_TH20190033_bin.91,0.721518987,Tibetan horse,Common
T1900044954_TA20190008_bin.434,0.759493671,Tibetan horse,Common
T1900045266_TH20190036_bin.234,0.886075949,Tibetan horse,Common
T1900044960_TA20190018_bin.144,0.873417722,Tibetan horse,Common
T1900045300_TH20190070_bin.227,0.886075949,Tibetan horse,Common
T1900044988_TA20190050_bin.250,0.632911392,Tibetan horse,Common
T1900044959_TA20190016_bin.278,0.784810127,Tibetan horse,Common
T1900045303_TH20190073_bin.242,0.962025316,Tibetan horse,Common
T1900045241_TH20190011_bin.149,0.759493671,Tibetan horse,Common
T1900045242_TH20190012_bin.27,0.607594937,Tibetan horse,Common
T1900045000_TA20190062_bin.151,0.962025316,Tibetan horse,Common
T1900044957_TA20190013_bin.126,0.974683544,Tibetan horse,Common
T1900044988_TA20190050_bin.42,0.848101266,Tibetan horse,Common
T1900045267_TH20190037_bin.361,0.924050633,Tibetan horse,Common
T1900044951_TA20190004_bin.179,0.924050633,Tibetan horse,Common
T1900045307_TH20190077_bin.127,0.924050633,Tibetan horse,Common
T1900045249_TH20190019_bin.38,0.518987342,Tibetan horse,Common
T1900044952_TA20190005_bin.30,0.873417722,Tibetan horse,Common
T1900044994_TA20190056_bin.88,0.810126582,Tibetan horse,Common
T1900044951_TA20190004_bin.370,0.53164557,Tibetan horse,Common
T1900045236_TH20190006_bin.279,0.772151899,Tibetan horse,Common
T1900044950_TA20190003_bin.16,0.835443038,Tibetan horse,Common
T1900045002_TA20190064_bin.312,0.582278481,Tibetan horse,Common
T1900044956_TA20190011_bin.252,0.987341772,Tibetan horse,Common
T1900045299_TH20190069_bin.137,0.620253165,Tibetan horse,Common
T1900044952_TA20190005_bin.360,0.784810127,Tibetan horse,Common
T1900045002_TA20190064_bin.101,0.974683544,Tibetan horse,Common
T1900045249_TH20190019_bin.149,0.708860759,Tibetan horse,Common
T1900044960_TA20190018_bin.117,0.949367089,Tibetan horse,Common
T1900045262_TH20190032_bin.126,0.974683544,Tibetan horse,Common
T1900045293_TH20190063_bin.342,0.746835443,Tibetan horse,Common
T1900045307_TH20190077_bin.112,0.962025316,Tibetan horse,Common
T1900045293_TH20190063_bin.185,0.658227848,Tibetan horse,Common
T1900044980_TA20190042_bin.268,0.962025316,Tibetan horse,Common
T1900045006_TA20190068_bin.289,0.82278481,Tibetan horse,Common
T1900045262_TH20190032_bin.127,0.784810127,Tibetan horse,Common
T1900044985_TA20190047_bin.178,0.810126582,Tibetan horse,Common
T1900044980_TA20190042_bin.17,0.962025316,Tibetan horse,Common
T1900045002_TA20190064_bin.44,0.886075949,Tibetan horse,Common
T1900045257_TH20190027_bin.176,0.797468354,Tibetan horse,Common
T1900044962_TA20190024_bin.95,0.772151899,Tibetan horse,Common
T1900044966_TA20190028_bin.117,0.607594937,Tibetan horse,Common
T1900045247_TH20190017_bin.347,0.82278481,Tibetan horse,Common
T1900045308_TH20190078_bin.138,0.734177215,Tibetan horse,Common
T1900045293_TH20190063_bin.12,0.848101266,Tibetan horse,Common
T1900044987_TA20190049_bin.64,0.860759494,Tibetan horse,Common
T1900045249_TH20190019_bin.643,0.974683544,Tibetan horse,Common
T1900045291_TH20190061_bin.155,0.797468354,Tibetan horse,Common
T1900045000_TA20190062_bin.240,0.936708861,Tibetan horse,Common
T1900045247_TH20190017_bin.546,0.949367089,Tibetan horse,Common
T1900044951_TA20190004_bin.358,0.949367089,Tibetan horse,Common
T1900045296_TH20190066_bin.376,0.544303797,Tibetan horse,Common
T1900045297_TH20190067_bin.51,0.759493671,Tibetan horse,Common
T1900044991_TA20190053_bin.101,0.708860759,Tibetan horse,Common
T1900044981_TA20190043_bin.339,0.708860759,Tibetan horse,Common
T1900045246_TH20190016_bin.449,0.620253165,Tibetan horse,Common
T1900044965_TA20190027_bin.76,0.848101266,Tibetan horse,Common
T1900045304_TH20190074_bin.278,0.506329114,Tibetan horse,Common
T1900044979_TA20190041_bin.415,0.772151899,Tibetan horse,Common
T1900045246_TH20190016_bin.301,0.949367089,Tibetan horse,Common
T1900045293_TH20190063_bin.152,0.759493671,Tibetan horse,Common
T1900044981_TA20190043_bin.132,0.924050633,Tibetan horse,Common
T1900044952_TA20190005_bin.105,0.886075949,Tibetan horse,Common
T1900045243_TH20190013_bin.500,0.746835443,Tibetan horse,Common
T1900044950_TA20190003_bin.47,0.797468354,Tibetan horse,Common
T1900045248_TH20190018_bin.459,0.607594937,Tibetan horse,Common
T1900044968_TA20190030_bin.131,0.974683544,Tibetan horse,Common
T1900044966_TA20190028_bin.244,0.835443038,Tibetan horse,Common
T1900045000_TA20190062_bin.105,0.64556962,Tibetan horse,Common
T1900044980_TA20190042_bin.232,0.607594937,Tibetan horse,Common
T1900045249_TH20190019_bin.64,0.860759494,Tibetan horse,Common
T1900044954_TA20190008_bin.478,0.911392405,Tibetan horse,Common
T1900044989_TA20190051_bin.50,0.746835443,Tibetan horse,Common
T1900044980_TA20190042_bin.394,0.810126582,Tibetan horse,Common
T1900044951_TA20190004_bin.187,0.873417722,Tibetan horse,Common
T1900044952_TA20190005_bin.327,0.797468354,Tibetan horse,Common
T1900045002_TA20190064_bin.117,0.936708861,Tibetan horse,Common
T1900045302_TH20190072_bin.22,0.962025316,Tibetan horse,Common
T1900045242_TH20190012_bin.41,0.974683544,Tibetan horse,Common
T1900044954_TA20190008_bin.252,0.708860759,Tibetan horse,Common
T1900044998_TA20190060_bin.104,0.886075949,Tibetan horse,Common
T1900044953_TA20190006_bin.95,0.835443038,Tibetan horse,Common
T1900045275_TH20190045_bin.56,0.746835443,Tibetan horse,Common
T1900044958_TA20190014_bin.277,0.873417722,Tibetan horse,Common
T1900044980_TA20190042_bin.158,0.708860759,Tibetan horse,Common
T1900044951_TA20190004_bin.369,0.632911392,Tibetan horse,Common
T1900045254_TH20190024_bin.153,0.64556962,Tibetan horse,Common
T1900044965_TA20190027_bin.264,0.607594937,Tibetan horse,Common
T1900045308_TH20190078_bin.160,0.924050633,Tibetan horse,Common
T1900044966_TA20190028_bin.229,0.632911392,Tibetan horse,Common
T1900044985_TA20190047_bin.74,0.506329114,Tibetan horse,Common
T1900044979_TA20190041_bin.194,0.784810127,Tibetan horse,Common
T1900044953_TA20190006_bin.34,0.860759494,Tibetan horse,Common
T1900044954_TA20190008_bin.241,0.82278481,Tibetan horse,Common
T1900044965_TA20190027_bin.4,0.974683544,Tibetan horse,Common
T1900045006_TA20190068_bin.355,0.696202532,Tibetan horse,Common
T1900045243_TH20190013_bin.33,0.759493671,Tibetan horse,Common
T1900045302_TH20190072_bin.97,0.670886076,Tibetan horse,Common
T1900045304_TH20190074_bin.139,0.746835443,Tibetan horse,Common
T1900044980_TA20190042_bin.466,0.784810127,Tibetan horse,Common
T1900044955_TA20190009_bin.292,0.810126582,Tibetan horse,Common
T1900045250_TH20190020_bin.344,0.82278481,Tibetan horse,Common
T1900044991_TA20190053_bin.428,0.683544304,Tibetan horse,Common
T1900044950_TA20190003_bin.208,0.886075949,Tibetan horse,Common
T1900044950_TA20190003_bin.36,0.962025316,Tibetan horse,Common
T1900044959_TA20190016_bin.46,0.784810127,Tibetan horse,Common
T1900044968_TA20190030_bin.51,0.924050633,Tibetan horse,Common
T1900044960_TA20190018_bin.220,0.949367089,Tibetan horse,Common
T1900044980_TA20190042_bin.49,0.962025316,Tibetan horse,Common
T1900044978_TA20190040_bin.145,0.632911392,Tibetan horse,Common
T1900045002_TA20190064_bin.256,0.898734177,Tibetan horse,Common
T1900044951_TA20190004_bin.144,0.924050633,Tibetan horse,Common
T1900045307_TH20190077_bin.175,0.835443038,Tibetan horse,Common
T1900044950_TA20190003_bin.192,0.898734177,Tibetan horse,Common
T1900044959_TA20190016_bin.194,0.873417722,Tibetan horse,Common
T1900044989_TA20190051_bin.209,0.772151899,Tibetan horse,Common
T1900044965_TA20190027_bin.10,0.556962025,Tibetan horse,Common
T1900044952_TA20190005_bin.32,0.949367089,Tibetan horse,Common
T1900044979_TA20190041_bin.405,0.873417722,Tibetan horse,Common
T1900044952_TA20190005_bin.51,0.772151899,Tibetan horse,Common
T1900045248_TH20190018_bin.77,0.949367089,Tibetan horse,Common
T1900044951_TA20190004_bin.453,0.594936709,Tibetan horse,Common
T1900045302_TH20190072_bin.212,0.670886076,Tibetan horse,Common
T1900044950_TA20190003_bin.130,0.594936709,Tibetan horse,Common
T1900044957_TA20190013_bin.132,0.898734177,Tibetan horse,Common
T1900045243_TH20190013_bin.120,0.797468354,Tibetan horse,Common
T1900044980_TA20190042_bin.186,0.708860759,Tibetan horse,Common
T1900045243_TH20190013_bin.146,0.784810127,Tibetan horse,Common
T1900045243_TH20190013_bin.300,0.594936709,Tibetan horse,Common
T1900045300_TH20190070_bin.108,0.658227848,Tibetan horse,Common
T1900045302_TH20190072_bin.247,0.683544304,Tibetan horse,Common
T1900044985_TA20190047_bin.137,0.962025316,Tibetan horse,Common
T1900045301_TH20190071_bin.199,0.518987342,Tibetan horse,Common
T1900044980_TA20190042_bin.33,0.962025316,Tibetan horse,Common
T1900045250_TH20190020_bin.92,0.949367089,Tibetan horse,Common
T1900044951_TA20190004_bin.219,0.683544304,Tibetan horse,Common
T1900045000_TA20190062_bin.176,0.734177215,Tibetan horse,Common
T1900044998_TA20190060_bin.174,0.974683544,Tibetan horse,Common
T1900045290_TH20190060_bin.165,0.632911392,Tibetan horse,Common
T1900045004_TA20190066_bin.371,0.911392405,Tibetan horse,Common
T1900044968_TA20190030_bin.243,0.721518987,Tibetan horse,Common
T1900045002_TA20190064_bin.321,0.797468354,Tibetan horse,Common
T1900044951_TA20190004_bin.126,0.974683544,Tibetan horse,Common
T1900044954_TA20190008_bin.158,0.810126582,Tibetan horse,Common
T1900044949_TA20190002_bin.326,0.632911392,Tibetan horse,Common
T1900044958_TA20190014_bin.283,0.607594937,Tibetan horse,Common
T1900044967_TA20190029_bin.103,0.569620253,Tibetan horse,Common
T1900045235_TH20190005_bin.94,0.936708861,Tibetan horse,Common
T1900044989_TA20190051_bin.51,0.569620253,Tibetan horse,Common
T1900045246_TH20190016_bin.347,0.594936709,Tibetan horse,Common
T1900044996_TA20190058_bin.249,0.886075949,Tibetan horse,Common
T1900044968_TA20190030_bin.290,0.784810127,Tibetan horse,Common
T1900045267_TH20190037_bin.239,0.569620253,Tibetan horse,Common
T1900045243_TH20190013_bin.544,0.759493671,Tibetan horse,Common
T1900044957_TA20190013_bin.129,0.683544304,Tibetan horse,Common
T1900044980_TA20190042_bin.166,0.860759494,Tibetan horse,Common
T1900044951_TA20190004_bin.304,0.556962025,Tibetan horse,Common
T1900045293_TH20190063_bin.55,0.582278481,Tibetan horse,Common
T1900045248_TH20190018_bin.13,0.924050633,Tibetan horse,Common
T1900044951_TA20190004_bin.385,0.898734177,Tibetan horse,Common
T1900044950_TA20190003_bin.141,0.746835443,Tibetan horse,Common
T1900045004_TA20190066_bin.125,0.620253165,Tibetan horse,Common
T1900044953_TA20190006_bin.21,0.683544304,Tibetan horse,Common
T1900044994_TA20190056_bin.245,0.607594937,Tibetan horse,Common
T1900044951_TA20190004_bin.181,0.683544304,Tibetan horse,Common
T1900044977_TA20190039_bin.157,0.974683544,Tibetan horse,Common
T1900045249_TH20190019_bin.249,0.974683544,Tibetan horse,Common
T1900044981_TA20190043_bin.164,0.759493671,Tibetan horse,Common
T1900045248_TH20190018_bin.164,0.860759494,Tibetan horse,Common
T1900044979_TA20190041_bin.293,0.848101266,Tibetan horse,Common
T1900044980_TA20190042_bin.206,0.810126582,Tibetan horse,Common
T1900044950_TA20190003_bin.333,0.949367089,Tibetan horse,Common
T1900044985_TA20190047_bin.180,0.556962025,Tibetan horse,Common
T1900044999_TA20190061_bin.267,0.683544304,Tibetan horse,Common
T1900044992_TA20190054_bin.238,0.82278481,Tibetan horse,Common
T1900045005_TA20190067_bin.196,0.784810127,Tibetan horse,Common
T1900045247_TH20190017_bin.209,0.506329114,Tibetan horse,Common
T1900044958_TA20190014_bin.55,0.873417722,Tibetan horse,Common
T1900044952_TA20190005_bin.65,0.683544304,Tibetan horse,Common
T1900045242_TH20190012_bin.280,0.734177215,Tibetan horse,Common
T1900045308_TH20190078_bin.209,0.696202532,Tibetan horse,Common
T1900044949_TA20190002_bin.131,0.911392405,Tibetan horse,Common
T1900044965_TA20190027_bin.119,0.848101266,Tibetan horse,Common
T1900044962_TA20190024_bin.21,0.898734177,Tibetan horse,Common
T1900044993_TA20190055_bin.342,0.556962025,Tibetan horse,Common
T1900044954_TA20190008_bin.64,0.582278481,Tibetan horse,Common
T1900045241_TH20190011_bin.2,0.658227848,Tibetan horse,Common
T1900044997_TA20190059_bin.330,0.607594937,Tibetan horse,Common
T1900044952_TA20190005_bin.134,0.924050633,Tibetan horse,Common
T1900044950_TA20190003_bin.17,0.911392405,Tibetan horse,Common
T1900044951_TA20190004_bin.371,0.620253165,Tibetan horse,Common
T1900045247_TH20190017_bin.511,0.607594937,Tibetan horse,Common
T1900044950_TA20190003_bin.397,0.974683544,Tibetan horse,Common
T1900044989_TA20190051_bin.125,0.911392405,Tibetan horse,Common
T1900044949_TA20190002_bin.407,0.949367089,Tibetan horse,Common
T1900044980_TA20190042_bin.382,0.708860759,Tibetan horse,Common
T1900044955_TA20190009_bin.116,0.607594937,Tibetan horse,Common
T1900044961_TA20190021_bin.318,0.936708861,Tibetan horse,Common
T1900044991_TA20190053_bin.192,0.797468354,Tibetan horse,Common
T1900045236_TH20190006_bin.189,0.544303797,Tibetan horse,Common
T1900044967_TA20190029_bin.12,0.746835443,Tibetan horse,Common
T1900044989_TA20190051_bin.78,0.936708861,Tibetan horse,Common
T1900045005_TA20190067_bin.360,0.911392405,Tibetan horse,Common
T1900044965_TA20190027_bin.258,0.506329114,Tibetan horse,Common
T1900044980_TA20190042_bin.407,0.835443038,Tibetan horse,Common
T1900045006_TA20190068_bin.270,0.886075949,Tibetan horse,Common
T1900045236_TH20190006_bin.349,0.772151899,Tibetan horse,Common
T1900045250_TH20190020_bin.579,0.835443038,Tibetan horse,Common
T1900045006_TA20190068_bin.1,0.860759494,Tibetan horse,Common
T1900044991_TA20190053_bin.360,0.759493671,Tibetan horse,Common
T1900044978_TA20190040_bin.208,0.506329114,Tibetan horse,Common
T1900044954_TA20190008_bin.66,0.772151899,Tibetan horse,Common
T1900044958_TA20190014_bin.182,0.746835443,Tibetan horse,Common
T1900045001_TA20190063_bin.222,0.759493671,Tibetan horse,Common
T1900044956_TA20190011_bin.161,0.506329114,Tibetan horse,Common
T1900045240_TH20190010_bin.199,0.544303797,Tibetan horse,Common
T1900044980_TA20190042_bin.62,0.556962025,Tibetan horse,Common
T1900044955_TA20190009_bin.33,0.607594937,Tibetan horse,Common
T1900044958_TA20190014_bin.108,0.64556962,Tibetan horse,Common
T1900044959_TA20190016_bin.61,0.886075949,Tibetan horse,Common
T1900044951_TA20190004_bin.167,0.797468354,Tibetan horse,Common
T1900045004_TA20190066_bin.213,0.962025316,Tibetan horse,Common
T1900044980_TA20190042_bin.94,0.721518987,Tibetan horse,Common
T1900044980_TA20190042_bin.481,0.569620253,Tibetan horse,Common
T1900044948_TA20190001_bin.356,0.772151899,Tibetan horse,Common
T1900044980_TA20190042_bin.4,0.64556962,Tibetan horse,Common
T1900045247_TH20190017_bin.437,0.582278481,Tibetan horse,Common
T1900045004_TA20190066_bin.210,0.708860759,Tibetan horse,Common
T1900044979_TA20190041_bin.103,0.898734177,Tibetan horse,Common
T1900044966_TA20190028_bin.114,0.734177215,Tibetan horse,Common
T1900045007_TA20190069_bin.306,0.886075949,Tibetan horse,Common
T1900045000_TA20190062_bin.249,0.683544304,Tibetan horse,Common
T1900045004_TA20190066_bin.175,0.506329114,Tibetan horse,Common
T1900044979_TA20190041_bin.399,0.772151899,Tibetan horse,Common
T1900044996_TA20190058_bin.145,0.860759494,Tibetan horse,Common
T1900044949_TA20190002_bin.126,0.53164557,Tibetan horse,Common
T1900044981_TA20190043_bin.22,0.784810127,Tibetan horse,Common
T1900045007_TA20190069_bin.248,0.911392405,Tibetan horse,Common
T1900044996_TA20190058_bin.141,0.620253165,Tibetan horse,Common
T1900044960_TA20190018_bin.37,0.544303797,Tibetan horse,Common
T1900044985_TA20190047_bin.57,0.708860759,Tibetan horse,Common
T1900045002_TA20190064_bin.269,0.797468354,Tibetan horse,Common
T1900045249_TH20190019_bin.220,0.936708861,Tibetan horse,Common
T1900044957_TA20190013_bin.18,0.886075949,Tibetan horse,Common
T1900044991_TA20190053_bin.190,0.797468354,Tibetan horse,Common
T1900044992_TA20190054_bin.270,0.873417722,Tibetan horse,Common
T1900045001_TA20190063_bin.154,0.949367089,Tibetan horse,Common
T1900044954_TA20190008_bin.83,0.518987342,Tibetan horse,Common
T1900045001_TA20190063_bin.287,0.658227848,Tibetan horse,Common
T1900044954_TA20190008_bin.51,0.544303797,Tibetan horse,Common
T1900044979_TA20190041_bin.422,0.64556962,Tibetan horse,Common
T1900044958_TA20190014_bin.255,0.64556962,Tibetan horse,Common
T1900045249_TH20190019_bin.314,0.683544304,Tibetan horse,Common
T1900044990_TA20190052_bin.32,0.544303797,Tibetan horse,Common
T1900045242_TH20190012_bin.58,0.670886076,Tibetan horse,Common
T1900044987_TA20190049_bin.154,0.936708861,Tibetan horse,Common
T1900044954_TA20190008_bin.132,0.974683544,Tibetan horse,Common
T1900044960_TA20190018_bin.98,0.82278481,Tibetan horse,Common
T1900044965_TA20190027_bin.107,0.569620253,Tibetan horse,Common
T1900044967_TA20190029_bin.30,0.708860759,Tibetan horse,Common
T1900044951_TA20190004_bin.303,0.746835443,Tibetan horse,Common
T1900045005_TA20190067_bin.25,0.810126582,Tibetan horse,Common
T1900044986_TA20190048_bin.98,0.835443038,Tibetan horse,Common
T1900044950_TA20190003_bin.428,0.64556962,Tibetan horse,Common
T1900044965_TA20190027_bin.233,0.835443038,Tibetan horse,Common
T1900044952_TA20190005_bin.367,0.721518987,Tibetan horse,Common
T1900044958_TA20190014_bin.35,0.734177215,Tibetan horse,Common
T1900045249_TH20190019_bin.628,0.594936709,Tibetan horse,Common
T1900044994_TA20190056_bin.7,0.734177215,Tibetan horse,Common
T1900044950_TA20190003_bin.65,0.759493671,Tibetan horse,Common
T1900044980_TA20190042_bin.69,0.607594937,Tibetan horse,Common
T1900044996_TA20190058_bin.262,0.848101266,Tibetan horse,Common
T1900044955_TA20190009_bin.110,0.848101266,Tibetan horse,Common
T1900045248_TH20190018_bin.343,0.772151899,Tibetan horse,Common
T1900044952_TA20190005_bin.68,0.835443038,Tibetan horse,Common
T1900044952_TA20190005_bin.142,0.518987342,Tibetan horse,Common
T1900044999_TA20190061_bin.294,0.82278481,Tibetan horse,Common
T1900044954_TA20190008_bin.9,0.772151899,Tibetan horse,Common
T1900044951_TA20190004_bin.376,0.658227848,Tibetan horse,Common
T1900044950_TA20190003_bin.120,0.556962025,Tibetan horse,Common
T1900045007_TA20190069_bin.124,0.620253165,Tibetan horse,Common
T1900044956_TA20190011_bin.172,0.620253165,Tibetan horse,Common
T1900044959_TA20190016_bin.182,0.949367089,Tibetan horse,Common
T1900044979_TA20190041_bin.207,0.860759494,Tibetan horse,Common
T1900044955_TA20190009_bin.105,0.746835443,Tibetan horse,Common
T1900044957_TA20190013_bin.284,0.544303797,Tibetan horse,Common
T1900044635_TS20190101_bin.3,0.898734177,Tibetan horse,Common
T1900044980_TA20190042_bin.470,0.556962025,Tibetan horse,Common
T1900044962_TA20190024_bin.298,0.962025316,Tibetan horse,Common
T1900044951_TA20190004_bin.331,0.544303797,Tibetan horse,Common
T1900044978_TA20190040_bin.107,0.848101266,Tibetan horse,Common
T1900045006_TA20190068_bin.212,0.594936709,Tibetan horse,Common
T1900044962_TA20190024_bin.178,0.582278481,Tibetan horse,Common
T1900044951_TA20190004_bin.164,0.696202532,Tibetan horse,Common
T1900045002_TA20190064_bin.273,0.569620253,Tibetan horse,Common
T1900044991_TA20190053_bin.260,0.518987342,Tibetan horse,Common
T1900044950_TA20190003_bin.55,0.696202532,Tibetan horse,Common
T1900044960_TA20190018_bin.194,0.594936709,Tibetan horse,Common
T1900044956_TA20190011_bin.49,0.683544304,Tibetan horse,Common
T1900044968_TA20190030_bin.75,0.860759494,Tibetan horse,Common
T1900044954_TA20190008_bin.48,0.772151899,Tibetan horse,Common
T1900044978_TA20190040_bin.146,0.734177215,Tibetan horse,Common
T1900044993_TA20190055_bin.26,0.607594937,Tibetan horse,Common
T1900044958_TA20190014_bin.26,0.556962025,Tibetan horse,Common
T1900044997_TA20190059_bin.142,0.924050633,Tibetan horse,Common
T1900044980_TA20190042_bin.220,0.658227848,Tibetan horse,Common
T1900044952_TA20190005_bin.143,0.797468354,Tibetan horse,Common
T1900044980_TA20190042_bin.274,0.569620253,Tibetan horse,Common
T1900044968_TA20190030_bin.5,0.784810127,Tibetan horse,Common
T1900045249_TH20190019_bin.191,0.544303797,Tibetan horse,Common
T1900044950_TA20190003_bin.42,0.620253165,Tibetan horse,Common
T1900044987_TA20190049_bin.155,0.683544304,Tibetan horse,Common
T1900044952_TA20190005_bin.128,0.746835443,Tibetan horse,Common
TP20200814-DZC81_DT2009055409-1_bin.43,0.683544304,Tibetan horse,Common
T1900045004_TA20190066_bin.172,0.835443038,Tibetan horse,Common
T1900044950_TA20190003_bin.350,0.708860759,Tibetan horse,Common
T1900044949_TA20190002_bin.198,0.886075949,Tibetan horse,Common
T1900045005_TA20190067_bin.130,0.556962025,Tibetan horse,Common
T1900044959_TA20190016_bin.28,0.620253165,Tibetan horse,Common
T1900044979_TA20190041_bin.34,0.658227848,Tibetan horse,Common
T1900044958_TA20190014_bin.61,0.797468354,Tibetan horse,Common
T1900045003_TA20190065_bin.309,0.734177215,Tibetan horse,Common
T1900045242_TH20190012_bin.219,0.810126582,Tibetan horse,Common
T1900044967_TA20190029_bin.266,0.772151899,Tibetan horse,Common
T1900044950_TA20190003_bin.94,0.64556962,Tibetan horse,Common
T1900044979_TA20190041_bin.398,0.835443038,Tibetan horse,Common
T1900044954_TA20190008_bin.406,0.607594937,Tibetan horse,Common
T1900044966_TA20190028_bin.384,0.518987342,Tibetan horse,Common
T1900044958_TA20190014_bin.302,0.632911392,Tibetan horse,Common
T1900044957_TA20190013_bin.200,0.810126582,Tibetan horse,Common
T1900045249_TH20190019_bin.615,0.556962025,Tibetan horse,Common
T1900044980_TA20190042_bin.87,0.518987342,Tibetan horse,Common
T1900044969_TA20190031_bin.334,0.886075949,Tibetan horse,Common
T1900044990_TA20190052_bin.381,0.683544304,Tibetan horse,Common
T1900044966_TA20190028_bin.327,0.924050633,Tibetan horse,Common
T1900044953_TA20190006_bin.336,0.708860759,Tibetan horse,Common
T1900044955_TA20190009_bin.204,0.759493671,Tibetan horse,Common
T1900044997_TA20190059_bin.163,0.772151899,Tibetan horse,Common
T1900044954_TA20190008_bin.106,0.746835443,Tibetan horse,Common
T1900044950_TA20190003_bin.95,0.582278481,Tibetan horse,Common
T1900044966_TA20190028_bin.191,0.658227848,Tibetan horse,Common
T1900044949_TA20190002_bin.150,0.544303797,Tibetan horse,Common
T1900044949_TA20190002_bin.2,0.53164557,Tibetan horse,Common
T1900044980_TA20190042_bin.239,0.797468354,Tibetan horse,Common
T1900044949_TA20190002_bin.346,0.620253165,Tibetan horse,Common
T1900045001_TA20190063_bin.428,0.683544304,Tibetan horse,Common
T1900044991_TA20190053_bin.395,0.632911392,Tibetan horse,Common
T1900044953_TA20190006_bin.174,0.898734177,Tibetan horse,Common
T1900044956_TA20190011_bin.315,0.582278481,Tibetan horse,Common
T1900044950_TA20190003_bin.449,0.835443038,Tibetan horse,Common
T1900044992_TA20190054_bin.13,0.873417722,Tibetan horse,Common
T1900044978_TA20190040_bin.297,0.53164557,Tibetan horse,Common
T1900045559_YK20190253_bin.189,0.708860759,Tibetan horse,Common
T1900044966_TA20190028_bin.123,0.82278481,Tibetan horse,Common
T1900044977_TA20190039_bin.181,0.544303797,Tibetan horse,Common
T1900044954_TA20190008_bin.108,0.64556962,Tibetan horse,Common
T1900044950_TA20190003_bin.385,0.620253165,Tibetan horse,Common
T1900044999_TA20190061_bin.261,0.620253165,Tibetan horse,Common
T1900045004_TA20190066_bin.433,0.721518987,Tibetan horse,Common
T1900044980_TA20190042_bin.317,0.594936709,Tibetan horse,Common
T1900044636_TS20190102_bin.140,0.898734177,Tibetan horse,Common
T1900045004_TA20190066_bin.319,0.582278481,Tibetan horse,Common
T1900044954_TA20190008_bin.372,0.53164557,Tibetan horse,Common
T1900045003_TA20190065_bin.163,0.518987342,Tibetan horse,Common
T1900044950_TA20190003_bin.336,0.784810127,Tibetan horse,Common
T1900044777_TS20190243_bin.76,0.607594937,Tibetan horse,Common
